payment_event_id,transaction_id,event_sequence,event_type,status,currency,event_amount_minor,event_time
PEV-000006069,TXN-00002125,2,AUTHORIZED,RECORDED,THB,10234,2026-01-18 09:08:52
PEV-000006070,TXN-00002125,3,CAPTURED,RECORDED,THB,10234,2026-01-18 09:09:37
PEV-000006071,TXN-00002126,1,INITIATED,RECORDED,THB,3857,2026-02-26 19:20:31
PEV-000006072,TXN-00002126,2,AUTHORIZED,RECORDED,THB,3857,2026-02-26 19:21:16
PEV-000006073,TXN-00002126,3,CAPTURED,RECORDED,THB,3857,2026-02-26 19:22:01
PEV-000006074,TXN-00002127,1,INITIATED,RECORDED,SGD,4979,2026-02-08 09:02:55
PEV-000006075,TXN-00002127,2,AUTHORIZED,RECORDED,SGD,4979,2026-02-08 09:03:40
PEV-000006076,TXN-00002127,3,CAPTURED,RECORDED,SGD,4979,2026-02-08 09:04:25
PEV-000006077,TXN-00002128,1,INITIATED,RECORDED,USD,17638,2026-02-26 23:15:39
PEV-000006078,TXN-00002128,2,AUTHORIZED,RECORDED,USD,17638,2026-02-26 23:16:24
PEV-000006079,TXN-00002128,3,CAPTURED,RECORDED,USD,17638,2026-02-26 23:17:09
PEV-000006080,TXN-00002129,1,INITIATED,RECORDED,SGD,858,2026-01-02 21:29:34
PEV-000006081,TXN-00002129,2,AUTHORIZED,RECORDED,SGD,858,2026-01-02 21:30:19
PEV-000006082,TXN-00002129,3,CAPTURED,RECORDED,SGD,858,2026-01-02 21:31:04
PEV-000006083,TXN-00002130,1,INITIATED,RECORDED,SGD,18399,2026-01-09 09:36:18
PEV-000006084,TXN-00002130,2,AUTHORIZED,RECORDED,SGD,18399,2026-01-09 09:37:03
PEV-000006085,TXN-00002130,3,CAPTURED,RECORDED,SGD,18399,2026-01-09 09:37:48
PEV-000006086,TXN-00002131,1,INITIATED,RECORDED,SGD,3790,2026-01-09 19:25:13
PEV-000006087,TXN-00002131,2,AUTHORIZED,RECORDED,SGD,3790,2026-01-09 19:25:58
PEV-000006088,TXN-00002131,3,CAPTURED,RECORDED,SGD,3790,2026-01-09 19:26:43
PEV-000006089,TXN-00002132,1,INITIATED,RECORDED,SGD,2258,2026-01-07 14:04:48
PEV-000006090,TXN-00002132,2,AUTHORIZED,RECORDED,SGD,2258,2026-01-07 14:05:33
PEV-000006091,TXN-00002132,3,CAPTURED,RECORDED,SGD,2258,2026-01-07 14:06:18
PEV-000006092,TXN-00002133,1,INITIATED,RECORDED,SGD,1459,2026-01-23 14:07:50
PEV-000006093,TXN-00002133,2,AUTHORIZED,RECORDED,SGD,1459,2026-01-23 14:08:35
PEV-000006094,TXN-00002134,1,INITIATED,RECORDED,THB,13751,2026-02-28 23:45:20
PEV-000006095,TXN-00002134,2,AUTHORIZED,RECORDED,THB,13751,2026-02-28 23:46:05
PEV-000006096,TXN-00002134,3,CAPTURED,RECORDED,THB,13751,2026-02-28 23:46:50
PEV-000006097,TXN-00002135,1,INITIATED,RECORDED,SGD,15635,2026-01-03 11:00:37
PEV-000006098,TXN-00002135,2,AUTHORIZED,RECORDED,SGD,15635,2026-01-03 11:01:22
PEV-000006099,TXN-00002135,3,CAPTURED,RECORDED,SGD,15635,2026-01-03 11:02:07
PEV-000006100,TXN-00002136,1,INITIATED,RECORDED,SGD,1628,2026-02-14 12:03:29
PEV-000006101,TXN-00002136,2,AUTHORIZED,RECORDED,SGD,1628,2026-02-14 12:04:14
PEV-000006102,TXN-00002136,3,CAPTURED,RECORDED,SGD,1628,2026-02-14 12:04:59
PEV-000006103,TXN-00002137,1,INITIATED,RECORDED,SGD,7339,2026-01-24 08:07:20
PEV-000006104,TXN-00002137,2,AUTHORIZED,RECORDED,SGD,7339,2026-01-24 08:08:05
PEV-000006105,TXN-00002137,3,CAPTURED,RECORDED,SGD,7339,2026-01-24 08:08:50
PEV-000006106,TXN-00002138,1,INITIATED,RECORDED,THB,19640,2026-01-20 13:41:41
PEV-000006107,TXN-00002138,2,AUTHORIZED,RECORDED,THB,19640,2026-01-20 13:42:26
PEV-000006108,TXN-00002139,1,INITIATED,RECORDED,SGD,9501,2026-01-18 06:12:08
PEV-000006109,TXN-00002139,2,AUTHORIZED,RECORDED,SGD,9501,2026-01-18 06:12:53
PEV-000006110,TXN-00002139,3,CAPTURED,RECORDED,SGD,9501,2026-01-18 06:13:38
PEV-000006111,TXN-00002140,1,INITIATED,RECORDED,USD,10640,2026-01-01 11:04:31
PEV-000006112,TXN-00002140,2,AUTHORIZED,RECORDED,USD,10640,2026-01-01 11:05:16
PEV-000006113,TXN-00002140,3,CAPTURED,RECORDED,USD,10640,2026-01-01 11:06:01
PEV-000006114,TXN-00002141,1,INITIATED,RECORDED,USD,1215,2026-02-12 14:46:48
PEV-000006115,TXN-00002141,2,AUTHORIZED,RECORDED,USD,1215,2026-02-12 14:47:33
PEV-000006116,TXN-00002141,3,CAPTURED,RECORDED,USD,1215,2026-02-12 14:48:18
PEV-000006117,TXN-00002142,1,INITIATED,RECORDED,THB,7881,2026-01-05 03:20:18
PEV-000006118,TXN-00002142,2,AUTHORIZED,RECORDED,THB,7881,2026-01-05 03:21:03
PEV-000006119,TXN-00002142,3,CAPTURED,RECORDED,THB,7881,2026-01-05 03:21:48
PEV-000006120,TXN-00002143,1,INITIATED,RECORDED,SGD,16235,2026-02-19 23:26:22
PEV-000006121,TXN-00002143,2,AUTHORIZED,RECORDED,SGD,16235,2026-02-19 23:27:07
PEV-000006122,TXN-00002143,3,CAPTURED,RECORDED,SGD,16235,2026-02-19 23:27:52
PEV-000006123,TXN-00002144,1,INITIATED,RECORDED,SGD,4356,2026-01-29 07:15:14
PEV-000006124,TXN-00002144,2,AUTHORIZED,RECORDED,SGD,4356,2026-01-29 07:15:59
PEV-000006125,TXN-00002144,3,CAPTURED,RECORDED,SGD,4356,2026-01-29 07:16:44
PEV-000006126,TXN-00002145,1,INITIATED,RECORDED,SGD,7433,2026-01-26 01:44:37
PEV-000006127,TXN-00002145,2,AUTHORIZED,RECORDED,SGD,7433,2026-01-26 01:45:22
PEV-000006128,TXN-00002146,1,INITIATED,RECORDED,SGD,2567,2026-01-06 17:24:18
PEV-000006129,TXN-00002146,2,AUTHORIZED,RECORDED,SGD,2567,2026-01-06 17:25:03
PEV-000006130,TXN-00002146,3,CAPTURED,RECORDED,SGD,2567,2026-01-06 17:25:48
PEV-000006131,TXN-00002147,1,INITIATED,RECORDED,THB,11610,2026-02-01 04:18:09
PEV-000006132,TXN-00002147,2,DECLINED,RECORDED,THB,11610,2026-02-01 04:18:54
PEV-000006133,TXN-00002148,1,INITIATED,RECORDED,THB,2900,2026-02-18 14:52:33
PEV-000006134,TXN-00002148,2,AUTHORIZED,RECORDED,THB,2900,2026-02-18 14:53:18
PEV-000006135,TXN-00002148,3,CAPTURED,RECORDED,THB,2900,2026-02-18 14:54:03
PEV-000006136,TXN-00002149,1,INITIATED,RECORDED,SGD,3542,2026-01-09 14:42:41
PEV-000006137,TXN-00002149,2,AUTHORIZED,RECORDED,SGD,3542,2026-01-09 14:43:26
PEV-000006138,TXN-00002149,3,CAPTURED,RECORDED,SGD,3542,2026-01-09 14:44:11
PEV-000006139,TXN-00002150,1,INITIATED,RECORDED,THB,6499,2026-02-22 10:27:55
PEV-000006140,TXN-00002150,2,AUTHORIZED,RECORDED,THB,6499,2026-02-22 10:28:40
PEV-000006141,TXN-00002150,3,CAPTURED,RECORDED,THB,6499,2026-02-22 10:29:25
PEV-000006142,TXN-00002151,1,INITIATED,RECORDED,SGD,3884,2026-01-31 07:37:12
PEV-000006143,TXN-00002151,2,AUTHORIZED,RECORDED,SGD,3884,2026-01-31 07:37:57
PEV-000006144,TXN-00002151,3,CAPTURED,RECORDED,SGD,3884,2026-01-31 07:38:42
PEV-000006145,TXN-00002152,1,INITIATED,RECORDED,USD,5077,2026-01-18 06:14:56
PEV-000006146,TXN-00002152,2,AUTHORIZED,RECORDED,USD,5077,2026-01-18 06:15:41
PEV-000006147,TXN-00002152,3,CAPTURED,RECORDED,USD,5077,2026-01-18 06:16:26
PEV-000006148,TXN-00002153,1,INITIATED,RECORDED,SGD,2665,2026-01-27 18:19:31
PEV-000006149,TXN-00002153,2,AUTHORIZED,RECORDED,SGD,2665,2026-01-27 18:20:16
PEV-000006150,TXN-00002153,3,CAPTURED,RECORDED,SGD,2665,2026-01-27 18:21:01
PEV-000006151,TXN-00002154,1,INITIATED,RECORDED,THB,6891,2026-01-07 15:36:54
PEV-000006152,TXN-00002154,2,AUTHORIZED,RECORDED,THB,6891,2026-01-07 15:37:39
PEV-000006153,TXN-00002154,3,CAPTURED,RECORDED,THB,6891,2026-01-07 15:38:24
PEV-000006154,TXN-00002155,1,INITIATED,RECORDED,USD,2785,2026-02-02 15:03:24
PEV-000006155,TXN-00002155,2,AUTHORIZED,RECORDED,USD,2785,2026-02-02 15:04:09
PEV-000006156,TXN-00002155,3,CAPTURED,RECORDED,USD,2785,2026-02-02 15:04:54
PEV-000006157,TXN-00002156,1,INITIATED,RECORDED,SGD,1929,2026-01-12 16:30:05
PEV-000006158,TXN-00002156,2,AUTHORIZED,RECORDED,SGD,1929,2026-01-12 16:30:50
PEV-000006159,TXN-00002156,3,CAPTURED,RECORDED,SGD,1929,2026-01-12 16:31:35
PEV-000006160,TXN-00002157,1,INITIATED,RECORDED,SGD,6107,2026-01-16 01:47:00
PEV-000006161,TXN-00002157,2,AUTHORIZED,RECORDED,SGD,6107,2026-01-16 01:47:45
PEV-000006162,TXN-00002157,3,CAPTURED,RECORDED,SGD,6107,2026-01-16 01:48:30
PEV-000006163,TXN-00002158,1,INITIATED,RECORDED,THB,4358,2026-02-21 14:36:47
PEV-000006164,TXN-00002158,2,AUTHORIZED,RECORDED,THB,4358,2026-02-21 14:37:32
PEV-000006165,TXN-00002158,3,CAPTURED,RECORDED,THB,4358,2026-02-21 14:38:17
PEV-000006166,TXN-00002159,1,INITIATED,RECORDED,USD,589,2026-01-09 03:23:01
PEV-000006167,TXN-00002159,2,AUTHORIZED,RECORDED,USD,589,2026-01-09 03:23:46
PEV-000006168,TXN-00002159,3,CAPTURED,RECORDED,USD,589,2026-01-09 03:24:31
PEV-000006169,TXN-00002160,1,INITIATED,RECORDED,SGD,16150,2026-02-02 11:59:51
PEV-000006170,TXN-00002160,2,AUTHORIZED,RECORDED,SGD,16150,2026-02-02 12:00:36
PEV-000006171,TXN-00002160,3,CAPTURED,RECORDED,SGD,16150,2026-02-02 12:01:21
PEV-000006172,TXN-00002161,1,INITIATED,RECORDED,THB,8429,2026-02-04 17:19:08
PEV-000006173,TXN-00002161,2,AUTHORIZED,RECORDED,THB,8429,2026-02-04 17:19:53
PEV-000006174,TXN-00002161,3,CAPTURED,RECORDED,THB,8429,2026-02-04 17:20:38
PEV-000006175,TXN-00002162,1,INITIATED,RECORDED,THB,766,2026-02-10 03:45:51
PEV-000006176,TXN-00002162,2,AUTHORIZED,RECORDED,THB,766,2026-02-10 03:46:36
PEV-000006177,TXN-00002162,3,CAPTURED,RECORDED,THB,766,2026-02-10 03:47:21
PEV-000006178,TXN-00002163,1,INITIATED,RECORDED,USD,18769,2026-01-10 11:29:05
PEV-000006179,TXN-00002163,2,AUTHORIZED,RECORDED,USD,18769,2026-01-10 11:29:50
PEV-000006180,TXN-00002163,3,CAPTURED,RECORDED,USD,18769,2026-01-10 11:30:35
PEV-000006181,TXN-00002164,1,INITIATED,RECORDED,SGD,4945,2026-01-10 02:24:53
PEV-000006182,TXN-00002164,2,AUTHORIZED,RECORDED,SGD,4945,2026-01-10 02:25:38
PEV-000006183,TXN-00002164,3,CAPTURED,RECORDED,SGD,4945,2026-01-10 02:26:23
PEV-000006184,TXN-00002165,1,INITIATED,RECORDED,USD,4141,2026-02-17 16:00:18
PEV-000006185,TXN-00002165,2,AUTHORIZED,RECORDED,USD,4141,2026-02-17 16:01:03
PEV-000006186,TXN-00002165,3,CAPTURED,RECORDED,USD,4141,2026-02-17 16:01:48
PEV-000006187,TXN-00002166,1,INITIATED,RECORDED,THB,2900,2026-01-19 01:38:31
PEV-000006188,TXN-00002166,2,AUTHORIZED,RECORDED,THB,2900,2026-01-19 01:39:16
PEV-000006189,TXN-00002166,3,CAPTURED,RECORDED,THB,2900,2026-01-19 01:40:01
PEV-000006190,TXN-00002167,1,INITIATED,RECORDED,SGD,2739,2026-01-28 13:01:27
PEV-000006191,TXN-00002167,2,AUTHORIZED,RECORDED,SGD,2739,2026-01-28 13:02:12
PEV-000006192,TXN-00002167,3,CAPTURED,RECORDED,SGD,2739,2026-01-28 13:02:57
PEV-000006193,TXN-00002168,1,INITIATED,RECORDED,SGD,9763,2026-02-16 17:34:27
PEV-000006194,TXN-00002168,2,AUTHORIZED,RECORDED,SGD,9763,2026-02-16 17:35:12
PEV-000006195,TXN-00002168,3,CAPTURED,RECORDED,SGD,9763,2026-02-16 17:35:57
PEV-000006196,TXN-00002169,1,INITIATED,RECORDED,THB,4660,2026-02-01 06:58:15
PEV-000006197,TXN-00002169,2,AUTHORIZED,RECORDED,THB,4660,2026-02-01 06:59:00
PEV-000006198,TXN-00002169,3,CAPTURED,RECORDED,THB,4660,2026-02-01 06:59:45
PEV-000006199,TXN-00002170,1,INITIATED,RECORDED,USD,5594,2026-02-13 00:53:22
PEV-000006200,TXN-00002170,2,AUTHORIZED,RECORDED,USD,5594,2026-02-13 00:54:07
PEV-000006201,TXN-00002170,3,CAPTURED,RECORDED,USD,5594,2026-02-13 00:54:52
PEV-000006202,TXN-00002171,1,INITIATED,RECORDED,SGD,11423,2026-02-08 20:20:43
PEV-000006203,TXN-00002171,2,AUTHORIZED,RECORDED,SGD,11423,2026-02-08 20:21:28
PEV-000006204,TXN-00002171,3,CAPTURED,RECORDED,SGD,11423,2026-02-08 20:22:13
PEV-000006205,TXN-00002172,1,INITIATED,RECORDED,THB,3890,2026-03-01 15:53:48
PEV-000006206,TXN-00002172,2,AUTHORIZED,RECORDED,THB,3890,2026-03-01 15:54:33
PEV-000006207,TXN-00002172,3,CAPTURED,RECORDED,THB,3890,2026-03-01 15:55:18
PEV-000006208,TXN-00002173,1,INITIATED,RECORDED,THB,8012,2026-02-21 22:40:43
PEV-000006209,TXN-00002173,2,AUTHORIZED,RECORDED,THB,8012,2026-02-21 22:41:28
PEV-000006210,TXN-00002173,3,CAPTURED,RECORDED,THB,8012,2026-02-21 22:42:13
PEV-000006211,TXN-00002174,1,INITIATED,RECORDED,THB,10008,2026-01-27 17:19:14
PEV-000006212,TXN-00002174,2,AUTHORIZED,RECORDED,THB,10008,2026-01-27 17:19:59
PEV-000006213,TXN-00002174,3,CAPTURED,RECORDED,THB,10008,2026-01-27 17:20:44
PEV-000006214,TXN-00002175,1,INITIATED,RECORDED,SGD,745,2026-01-28 19:00:39
PEV-000006215,TXN-00002175,2,AUTHORIZED,RECORDED,SGD,745,2026-01-28 19:01:24
PEV-000006216,TXN-00002175,3,CAPTURED,RECORDED,SGD,745,2026-01-28 19:02:09
PEV-000006217,TXN-00002176,1,INITIATED,RECORDED,THB,6761,2026-02-06 05:50:51
PEV-000006218,TXN-00002176,2,AUTHORIZED,RECORDED,THB,6761,2026-02-06 05:51:36
PEV-000006219,TXN-00002176,3,CAPTURED,RECORDED,THB,6761,2026-02-06 05:52:21
PEV-000006220,TXN-00002177,1,INITIATED,RECORDED,THB,2371,2026-01-10 19:34:23
PEV-000006221,TXN-00002177,2,AUTHORIZED,RECORDED,THB,2371,2026-01-10 19:35:08
PEV-000006222,TXN-00002177,3,CAPTURED,RECORDED,THB,2371,2026-01-10 19:35:53
PEV-000006223,TXN-00002178,1,INITIATED,RECORDED,SGD,6089,2026-02-03 19:44:34
PEV-000006224,TXN-00002178,2,AUTHORIZED,RECORDED,SGD,6089,2026-02-03 19:45:19
PEV-000006225,TXN-00002178,3,CAPTURED,RECORDED,SGD,6089,2026-02-03 19:46:04
PEV-000006226,TXN-00002179,1,INITIATED,RECORDED,USD,1169,2026-01-03 18:57:39
PEV-000006227,TXN-00002179,2,AUTHORIZED,RECORDED,USD,1169,2026-01-03 18:58:24
PEV-000006228,TXN-00002180,1,INITIATED,RECORDED,THB,3667,2026-01-18 08:19:11
PEV-000006229,TXN-00002180,2,AUTHORIZED,RECORDED,THB,3667,2026-01-18 08:19:56
PEV-000006230,TXN-00002181,1,INITIATED,RECORDED,USD,2849,2026-01-24 18:48:02
PEV-000006231,TXN-00002181,2,AUTHORIZED,RECORDED,USD,2849,2026-01-24 18:48:47
PEV-000006232,TXN-00002181,3,CAPTURED,RECORDED,USD,2849,2026-01-24 18:49:32
PEV-000006233,TXN-00002182,1,INITIATED,RECORDED,THB,2204,2026-01-06 01:17:07
PEV-000006234,TXN-00002182,2,AUTHORIZED,RECORDED,THB,2204,2026-01-06 01:17:52
PEV-000006235,TXN-00002182,3,CAPTURED,RECORDED,THB,2204,2026-01-06 01:18:37
PEV-000006236,TXN-00002183,1,INITIATED,RECORDED,USD,50062,2026-01-30 14:13:37
PEV-000006237,TXN-00002183,2,AUTHORIZED,RECORDED,USD,50062,2026-01-30 14:14:22
PEV-000006238,TXN-00002183,3,CAPTURED,RECORDED,USD,50062,2026-01-30 14:15:07
PEV-000006239,TXN-00002184,1,INITIATED,RECORDED,THB,43621,2026-01-26 15:13:07
PEV-000006240,TXN-00002184,2,AUTHORIZED,RECORDED,THB,43621,2026-01-26 15:13:52
PEV-000006241,TXN-00002184,3,CAPTURED,RECORDED,THB,43621,2026-01-26 15:14:37
PEV-000006242,TXN-00002185,1,INITIATED,RECORDED,SGD,7727,2026-02-28 12:12:52
PEV-000006243,TXN-00002185,2,AUTHORIZED,RECORDED,SGD,7727,2026-02-28 12:13:37
PEV-000006244,TXN-00002185,3,CAPTURED,RECORDED,SGD,7727,2026-02-28 12:14:22
PEV-000006245,TXN-00002186,1,INITIATED,RECORDED,THB,17153,2026-01-31 22:45:29
PEV-000006246,TXN-00002186,2,AUTHORIZED,RECORDED,THB,17153,2026-01-31 22:46:14
PEV-000006247,TXN-00002186,3,CAPTURED,RECORDED,THB,17153,2026-01-31 22:46:59
PEV-000006248,TXN-00002187,1,INITIATED,RECORDED,THB,4848,2026-01-07 15:13:32
PEV-000006249,TXN-00002187,2,AUTHORIZED,RECORDED,THB,4848,2026-01-07 15:14:17
PEV-000006250,TXN-00002188,1,INITIATED,RECORDED,SGD,12354,2026-02-20 03:42:02
PEV-000006251,TXN-00002188,2,AUTHORIZED,RECORDED,SGD,12354,2026-02-20 03:42:47
PEV-000006252,TXN-00002188,3,CAPTURED,RECORDED,SGD,12354,2026-02-20 03:43:32
PEV-000006253,TXN-00002189,1,INITIATED,RECORDED,USD,8059,2026-01-25 08:14:34
PEV-000006254,TXN-00002189,2,AUTHORIZED,RECORDED,USD,8059,2026-01-25 08:15:19
PEV-000006255,TXN-00002189,3,CAPTURED,RECORDED,USD,8059,2026-01-25 08:16:04
PEV-000006256,TXN-00002190,1,INITIATED,RECORDED,THB,5462,2026-02-04 10:14:40
PEV-000006257,TXN-00002190,2,AUTHORIZED,RECORDED,THB,5462,2026-02-04 10:15:25
PEV-000006258,TXN-00002190,3,CAPTURED,RECORDED,THB,5462,2026-02-04 10:16:10
PEV-000006259,TXN-00002191,1,INITIATED,RECORDED,USD,10136,2026-02-14 10:42:28
PEV-000006260,TXN-00002191,2,AUTHORIZED,RECORDED,USD,10136,2026-02-14 10:43:13
PEV-000006261,TXN-00002191,3,CAPTURED,RECORDED,USD,10136,2026-02-14 10:43:58
PEV-000006262,TXN-00002192,1,INITIATED,RECORDED,THB,10949,2026-02-01 19:13:38
PEV-000006263,TXN-00002192,2,DECLINED,RECORDED,THB,10949,2026-02-01 19:14:23
PEV-000006264,TXN-00002193,1,INITIATED,RECORDED,SGD,3099,2026-02-23 12:48:51
PEV-000006265,TXN-00002193,2,AUTHORIZED,RECORDED,SGD,3099,2026-02-23 12:49:36
PEV-000006266,TXN-00002193,3,CAPTURED,RECORDED,SGD,3099,2026-02-23 12:50:21
PEV-000006267,TXN-00002194,1,INITIATED,RECORDED,THB,4000,2026-01-20 03:38:02
PEV-000006268,TXN-00002194,2,AUTHORIZED,RECORDED,THB,4000,2026-01-20 03:38:47
PEV-000006269,TXN-00002194,3,CAPTURED,RECORDED,THB,4000,2026-01-20 03:39:32
PEV-000006270,TXN-00002195,1,INITIATED,RECORDED,USD,2786,2026-01-27 05:09:29
PEV-000006271,TXN-00002195,2,AUTHORIZED,RECORDED,USD,2786,2026-01-27 05:10:14
PEV-000006272,TXN-00002195,3,CAPTURED,RECORDED,USD,2786,2026-01-27 05:10:59
PEV-000006273,TXN-00002196,1,INITIATED,RECORDED,SGD,1963,2026-02-22 10:40:20
PEV-000006274,TXN-00002196,2,AUTHORIZED,RECORDED,SGD,1963,2026-02-22 10:41:05
PEV-000006275,TXN-00002196,3,CAPTURED,RECORDED,SGD,1963,2026-02-22 10:41:50
PEV-000006276,TXN-00002197,1,INITIATED,RECORDED,THB,7830,2026-02-04 23:46:03
PEV-000006277,TXN-00002197,2,AUTHORIZED,RECORDED,THB,7830,2026-02-04 23:46:48
PEV-000006278,TXN-00002197,3,CANCELLED,RECORDED,THB,7830,2026-02-04 23:47:33
PEV-000006279,TXN-00002198,1,INITIATED,RECORDED,SGD,14066,2026-02-14 08:13:48
PEV-000006280,TXN-00002198,2,AUTHORIZED,RECORDED,SGD,14066,2026-02-14 08:14:33
PEV-000006281,TXN-00002198,3,CAPTURED,RECORDED,SGD,14066,2026-02-14 08:15:18
PEV-000006282,TXN-00002199,1,INITIATED,RECORDED,USD,3092,2026-02-15 16:26:45
PEV-000006283,TXN-00002199,2,AUTHORIZED,RECORDED,USD,3092,2026-02-15 16:27:30
PEV-000006284,TXN-00002199,3,CAPTURED,RECORDED,USD,3092,2026-02-15 16:28:15
PEV-000006285,TXN-00002200,1,INITIATED,RECORDED,USD,2510,2026-01-31 19:34:22
PEV-000006286,TXN-00002200,2,DECLINED,RECORDED,USD,2510,2026-01-31 19:35:07
PEV-000006287,TXN-00002201,1,INITIATED,RECORDED,SGD,4205,2026-02-14 02:20:22
PEV-000006288,TXN-00002201,2,AUTHORIZED,RECORDED,SGD,4205,2026-02-14 02:21:07
PEV-000006289,TXN-00002201,3,CANCELLED,RECORDED,SGD,4205,2026-02-14 02:21:52
PEV-000006290,TXN-00002202,1,INITIATED,RECORDED,USD,4810,2026-01-30 19:51:50
PEV-000006291,TXN-00002202,2,AUTHORIZED,RECORDED,USD,4810,2026-01-30 19:52:35
PEV-000006292,TXN-00002202,3,CAPTURED,RECORDED,USD,4810,2026-01-30 19:53:20
PEV-000006293,TXN-00002203,1,INITIATED,RECORDED,THB,713,2026-02-11 16:34:35
PEV-000006294,TXN-00002203,2,AUTHORIZED,RECORDED,THB,713,2026-02-11 16:35:20
PEV-000006295,TXN-00002203,3,CAPTURED,RECORDED,THB,713,2026-02-11 16:36:05
PEV-000006296,TXN-00002204,1,INITIATED,RECORDED,THB,4698,2026-01-09 11:23:20
PEV-000006297,TXN-00002204,2,AUTHORIZED,RECORDED,THB,4698,2026-01-09 11:24:05
PEV-000006298,TXN-00002204,3,CAPTURED,RECORDED,THB,4698,2026-01-09 11:24:50
PEV-000006299,TXN-00002205,1,INITIATED,RECORDED,SGD,4839,2026-03-01 14:50:03
PEV-000006300,TXN-00002205,2,AUTHORIZED,RECORDED,SGD,4839,2026-03-01 14:50:48
PEV-000006301,TXN-00002205,3,CAPTURED,RECORDED,SGD,4839,2026-03-01 14:51:33
PEV-000006302,TXN-00002206,1,INITIATED,RECORDED,SGD,6469,2026-02-05 00:32:38
PEV-000006303,TXN-00002206,2,AUTHORIZED,RECORDED,SGD,6469,2026-02-05 00:33:23
PEV-000006304,TXN-00002206,3,CAPTURED,RECORDED,SGD,6469,2026-02-05 00:34:08
PEV-000006305,TXN-00002207,1,INITIATED,RECORDED,USD,42241,2026-01-19 19:20:32
PEV-000006306,TXN-00002207,2,DECLINED,RECORDED,USD,42241,2026-01-19 19:21:17
PEV-000006307,TXN-00002208,1,INITIATED,RECORDED,SGD,1472,2026-02-21 14:53:03
PEV-000006308,TXN-00002208,2,AUTHORIZED,RECORDED,SGD,1472,2026-02-21 14:53:48
PEV-000006309,TXN-00002208,3,CAPTURED,RECORDED,SGD,1472,2026-02-21 14:54:33
PEV-000006310,TXN-00002209,1,INITIATED,RECORDED,USD,25496,2026-01-07 13:53:03
PEV-000006311,TXN-00002209,2,AUTHORIZED,RECORDED,USD,25496,2026-01-07 13:53:48
PEV-000006312,TXN-00002209,3,CAPTURED,RECORDED,USD,25496,2026-01-07 13:54:33
PEV-000006313,TXN-00002210,1,INITIATED,RECORDED,USD,5389,2026-02-13 11:35:59
PEV-000006314,TXN-00002210,2,AUTHORIZED,RECORDED,USD,5389,2026-02-13 11:36:44
PEV-000006315,TXN-00002210,3,CAPTURED,RECORDED,USD,5389,2026-02-13 11:37:29
PEV-000006316,TXN-00002211,1,INITIATED,RECORDED,USD,9686,2026-01-10 10:35:59
PEV-000006317,TXN-00002211,2,AUTHORIZED,RECORDED,USD,9686,2026-01-10 10:36:44
PEV-000006318,TXN-00002211,3,CAPTURED,RECORDED,USD,9686,2026-01-10 10:37:29
PEV-000006319,TXN-00002212,1,INITIATED,RECORDED,THB,1486,2026-02-08 07:47:46
PEV-000006320,TXN-00002212,2,AUTHORIZED,RECORDED,THB,1486,2026-02-08 07:48:31
PEV-000006321,TXN-00002212,3,CAPTURED,RECORDED,THB,1486,2026-02-08 07:49:16
PEV-000006322,TXN-00002213,1,INITIATED,RECORDED,USD,11386,2026-01-30 21:49:05
PEV-000006323,TXN-00002213,2,AUTHORIZED,RECORDED,USD,11386,2026-01-30 21:49:50
PEV-000006324,TXN-00002213,3,CAPTURED,RECORDED,USD,11386,2026-01-30 21:50:35
PEV-000006325,TXN-00002214,1,INITIATED,RECORDED,THB,8697,2026-01-02 14:58:44
PEV-000006326,TXN-00002214,2,AUTHORIZED,RECORDED,THB,8697,2026-01-02 14:59:29
PEV-000006327,TXN-00002215,1,INITIATED,RECORDED,THB,10606,2026-01-12 13:26:47
PEV-000006328,TXN-00002215,2,AUTHORIZED,RECORDED,THB,10606,2026-01-12 13:27:32
PEV-000006329,TXN-00002215,3,CAPTURED,RECORDED,THB,10606,2026-01-12 13:28:17
PEV-000006330,TXN-00002216,1,INITIATED,RECORDED,USD,2900,2026-02-11 01:59:03
PEV-000006331,TXN-00002216,2,AUTHORIZED,RECORDED,USD,2900,2026-02-11 01:59:48
PEV-000006332,TXN-00002216,3,CAPTURED,RECORDED,USD,2900,2026-02-11 02:00:33
PEV-000006333,TXN-00002217,1,INITIATED,RECORDED,THB,1229,2026-02-12 02:48:23
PEV-000006334,TXN-00002217,2,AUTHORIZED,RECORDED,THB,1229,2026-02-12 02:49:08
PEV-000006335,TXN-00002217,3,CAPTURED,RECORDED,THB,1229,2026-02-12 02:49:53
PEV-000006336,TXN-00002218,1,INITIATED,RECORDED,THB,13873,2026-02-28 01:55:56
PEV-000006337,TXN-00002218,2,AUTHORIZED,RECORDED,THB,13873,2026-02-28 01:56:41
PEV-000006338,TXN-00002219,1,INITIATED,RECORDED,USD,857,2026-02-19 21:42:14
PEV-000006339,TXN-00002219,2,AUTHORIZED,RECORDED,USD,857,2026-02-19 21:42:59
PEV-000006340,TXN-00002219,3,CAPTURED,RECORDED,USD,857,2026-02-19 21:43:44
PEV-000006341,TXN-00002220,1,INITIATED,RECORDED,THB,9671,2026-03-01 09:43:18
PEV-000006342,TXN-00002220,2,DECLINED,RECORDED,THB,9671,2026-03-01 09:44:03
PEV-000006343,TXN-00002221,1,INITIATED,RECORDED,USD,7814,2026-01-24 15:52:29
