transaction_id,account_id,merchant_id,idempotency_key,currency,transaction_amount_minor,status,initiated_at,completed_at
TXN-00002535,ACC-000164,MER-00079,IDEMP-00002535,USD,10038,CANCELLED,2026-01-15 05:17:21,2026-01-15 05:22:48
TXN-00002536,ACC-000019,MER-00080,IDEMP-00002536,SGD,3354,COMPLETED,2026-01-22 04:39:21,2026-01-22 04:48:33
TXN-00002537,ACC-000210,MER-00013,IDEMP-00002537,USD,2383,COMPLETED,2026-01-29 09:30:27,2026-01-29 09:34:35
TXN-00002538,ACC-000028,MER-00026,IDEMP-00002538,SGD,1597,COMPLETED,2026-01-13 13:03:53,2026-01-13 13:05:25
TXN-00002539,ACC-000094,MER-00059,IDEMP-00002539,SGD,4938,COMPLETED,2026-01-24 06:14:09,2026-01-24 06:21:13
TXN-00002540,ACC-000189,MER-00063,IDEMP-00002540,SGD,5088,COMPLETED,2026-02-10 10:45:19,2026-02-10 10:48:47
TXN-00002541,ACC-000262,MER-00068,IDEMP-00002541,THB,11936,PENDING,2026-02-18 16:10:03,
TXN-00002542,ACC-000364,MER-00042,IDEMP-00002542,THB,949,COMPLETED,2026-01-19 01:04:54,2026-01-19 01:12:59
TXN-00002543,ACC-000320,MER-00012,IDEMP-00002543,USD,5317,CANCELLED,2026-01-19 07:12:01,2026-01-19 07:18:56
TXN-00002544,ACC-000395,MER-00042,IDEMP-00002544,USD,3569,COMPLETED,2026-01-05 21:44:38,2026-01-05 21:51:30
TXN-00002545,ACC-000227,MER-00040,IDEMP-00002545,SGD,8388,COMPLETED,2026-02-06 03:01:54,2026-02-06 03:04:36
TXN-00002546,ACC-000119,MER-00035,IDEMP-00002546,USD,1017,DECLINED,2026-02-18 21:07:09,2026-02-18 21:14:38
TXN-00002547,ACC-000191,MER-00024,IDEMP-00002547,THB,6414,COMPLETED,2026-02-18 09:21:10,2026-02-18 09:22:43
TXN-00002548,ACC-000146,MER-00025,IDEMP-00002548,USD,2175,CANCELLED,2026-01-12 14:45:23,2026-01-12 14:54:58
TXN-00002549,ACC-000100,MER-00013,IDEMP-00002549,THB,310,COMPLETED,2026-02-09 17:28:35,2026-02-09 17:36:51
TXN-00002550,ACC-000277,MER-00015,IDEMP-00002550,SGD,1144,COMPLETED,2026-01-12 09:19:37,2026-01-12 09:20:00
TXN-00002551,ACC-000071,MER-00056,IDEMP-00002551,USD,20295,COMPLETED,2026-01-31 13:51:25,2026-01-31 13:59:55
TXN-00002552,ACC-000378,MER-00030,IDEMP-00002552,USD,2255,DECLINED,2026-01-22 20:44:35,2026-01-22 20:52:28
TXN-00002553,ACC-000385,MER-00012,IDEMP-00002553,THB,11224,COMPLETED,2026-02-10 05:41:07,2026-02-10 05:44:08
TXN-00002554,ACC-000277,MER-00007,IDEMP-00002554,SGD,883,COMPLETED,2026-01-05 16:42:45,2026-01-05 16:44:47
TXN-00002555,ACC-000099,MER-00042,IDEMP-00002555,SGD,6571,COMPLETED,2026-02-11 13:55:02,2026-02-11 14:03:19
TXN-00002556,ACC-000100,MER-00066,IDEMP-00002556,THB,1882,CANCELLED,2026-01-18 19:38:18,2026-01-18 19:45:44
TXN-00002557,ACC-000315,MER-00016,IDEMP-00002557,THB,4569,COMPLETED,2026-02-03 12:10:21,2026-02-03 12:13:37
TXN-00002558,ACC-000244,MER-00050,IDEMP-00002558,USD,1402,COMPLETED,2026-01-05 14:43:56,2026-01-05 14:46:25
TXN-00002559,ACC-000265,MER-00017,IDEMP-00002559,SGD,4776,COMPLETED,2026-01-21 01:15:09,2026-01-21 01:16:58
TXN-00002560,ACC-000205,MER-00057,IDEMP-00002560,USD,7866,COMPLETED,2026-01-02 00:12:41,2026-01-02 00:20:31
TXN-00002561,ACC-000311,MER-00004,IDEMP-00002561,USD,1598,COMPLETED,2026-02-14 09:07:04,2026-02-14 09:12:23
TXN-00002562,ACC-000299,MER-00026,IDEMP-00002562,THB,551,COMPLETED,2026-02-18 11:38:18,2026-02-18 11:40:37
TXN-00002563,ACC-000161,MER-00005,IDEMP-00002563,USD,11088,COMPLETED,2026-01-31 01:02:08,2026-01-31 01:06:35
TXN-00002564,ACC-000016,MER-00028,IDEMP-00002564,SGD,2020,COMPLETED,2026-01-10 23:23:00,2026-01-10 23:31:51
TXN-00002565,ACC-000273,MER-00076,IDEMP-00002565,THB,6253,COMPLETED,2026-01-12 18:38:25,2026-01-12 18:38:48
TXN-00002566,ACC-000217,MER-00069,IDEMP-00002566,SGD,4758,COMPLETED,2026-01-27 22:01:13,2026-01-27 22:05:31
TXN-00002567,ACC-000223,MER-00032,IDEMP-00002567,SGD,3778,COMPLETED,2026-02-09 18:55:18,2026-02-09 18:55:41
TXN-00002568,ACC-000199,MER-00030,IDEMP-00002568,USD,15733,DECLINED,2026-01-13 08:34:31,2026-01-13 08:40:22
TXN-00002569,ACC-000016,MER-00078,IDEMP-00002569,SGD,4825,COMPLETED,2026-01-29 04:57:18,2026-01-29 05:04:59
TXN-00002570,ACC-000298,MER-00021,IDEMP-00002570,SGD,8116,COMPLETED,2026-01-20 06:49:35,2026-01-20 06:54:32
TXN-00002571,ACC-000263,MER-00025,IDEMP-00002571,SGD,23041,DECLINED,2026-01-30 21:39:19,2026-01-30 21:46:34
TXN-00002572,ACC-000450,MER-00075,IDEMP-00002572,SGD,1535,COMPLETED,2026-02-10 04:09:57,2026-02-10 04:11:14
TXN-00002573,ACC-000242,MER-00041,IDEMP-00002573,SGD,3839,CANCELLED,2026-02-17 10:36:32,2026-02-17 10:37:21
TXN-00002574,ACC-000090,MER-00048,IDEMP-00002574,THB,2165,COMPLETED,2026-02-21 11:26:31,2026-02-21 11:27:39
TXN-00002575,ACC-000234,MER-00053,IDEMP-00002575,SGD,9172,CANCELLED,2026-01-04 17:20:35,2026-01-04 17:26:19
TXN-00002576,ACC-000342,MER-00079,IDEMP-00002576,USD,14267,COMPLETED,2026-01-20 21:41:44,2026-01-20 21:43:38
TXN-00002577,ACC-000138,MER-00062,IDEMP-00002577,SGD,7679,COMPLETED,2026-02-13 01:44:01,2026-02-13 01:50:59
TXN-00002578,ACC-000146,MER-00019,IDEMP-00002578,USD,33878,DECLINED,2026-02-02 15:09:42,2026-02-02 15:16:49
TXN-00002579,ACC-000444,MER-00001,IDEMP-00002579,THB,1287,COMPLETED,2026-01-30 07:30:37,2026-01-30 07:34:32
TXN-00002580,ACC-000030,MER-00041,IDEMP-00002580,SGD,10899,PENDING,2026-02-01 02:13:10,
TXN-00002581,ACC-000086,MER-00024,IDEMP-00002581,SGD,483,COMPLETED,2026-01-12 10:18:58,2026-01-12 10:24:43
TXN-00002582,ACC-000019,MER-00025,IDEMP-00002582,SGD,2672,COMPLETED,2026-02-04 03:40:13,2026-02-04 03:47:50
TXN-00002583,ACC-000273,MER-00016,IDEMP-00002583,THB,12575,COMPLETED,2026-02-14 13:22:14,2026-02-14 13:27:43
TXN-00002584,ACC-000183,MER-00012,IDEMP-00002584,SGD,8314,COMPLETED,2026-01-15 20:32:57,2026-01-15 20:41:08
TXN-00002585,ACC-000201,MER-00056,IDEMP-00002585,SGD,4024,COMPLETED,2026-01-28 23:52:45,2026-01-28 23:57:23
TXN-00002586,ACC-000183,MER-00072,IDEMP-00002586,SGD,5742,PENDING,2026-02-28 16:25:39,
TXN-00002587,ACC-000179,MER-00040,IDEMP-00002587,THB,2668,COMPLETED,2026-02-09 04:12:16,2026-02-09 04:15:08
TXN-00002588,ACC-000296,MER-00058,IDEMP-00002588,USD,2432,DECLINED,2026-02-07 07:36:59,2026-02-07 07:41:00
TXN-00002589,ACC-000186,MER-00076,IDEMP-00002589,THB,1790,COMPLETED,2026-01-30 04:03:57,2026-01-30 04:09:12
TXN-00002590,ACC-000430,MER-00032,IDEMP-00002590,THB,2102,COMPLETED,2026-01-08 04:48:18,2026-01-08 04:53:34
TXN-00002591,ACC-000241,MER-00020,IDEMP-00002591,THB,3506,PENDING,2026-02-24 02:47:58,
TXN-00002592,ACC-000128,MER-00044,IDEMP-00002592,USD,5113,COMPLETED,2026-01-04 15:41:46,2026-01-04 15:47:24
TXN-00002593,ACC-000021,MER-00063,IDEMP-00002593,USD,7382,COMPLETED,2026-02-27 23:11:10,2026-02-27 23:11:28
TXN-00002594,ACC-000323,MER-00076,IDEMP-00002594,USD,15472,COMPLETED,2026-01-10 21:17:10,2026-01-10 21:19:39
TXN-00002595,ACC-000122,MER-00009,IDEMP-00002595,THB,533,COMPLETED,2026-02-14 23:13:00,2026-02-14 23:16:00
TXN-00002596,ACC-000283,MER-00045,IDEMP-00002596,USD,3601,COMPLETED,2026-01-26 05:25:09,2026-01-26 05:28:04
TXN-00002597,ACC-000126,MER-00054,IDEMP-00002597,SGD,5688,COMPLETED,2026-01-15 17:10:12,2026-01-15 17:10:54
TXN-00002598,ACC-000167,MER-00030,IDEMP-00002598,THB,5698,COMPLETED,2026-02-12 03:56:00,2026-02-12 04:04:37
TXN-00002599,ACC-000041,MER-00042,IDEMP-00002599,THB,1504,COMPLETED,2026-01-14 09:55:31,2026-01-14 09:56:22
TXN-00002600,ACC-000195,MER-00041,IDEMP-00002600,THB,7057,COMPLETED,2026-01-05 19:12:04,2026-01-05 19:20:52
TXN-00002601,ACC-000382,MER-00051,IDEMP-00002601,USD,1739,COMPLETED,2026-02-12 22:50:44,2026-02-12 22:55:44
TXN-00002602,ACC-000348,MER-00041,IDEMP-00002602,SGD,9785,COMPLETED,2026-02-01 12:31:49,2026-02-01 12:33:24
TXN-00002603,ACC-000433,MER-00068,IDEMP-00002603,SGD,245,COMPLETED,2026-01-24 17:32:41,2026-01-24 17:37:54
TXN-00002604,ACC-000320,MER-00058,IDEMP-00002604,USD,10553,COMPLETED,2026-02-28 15:11:08,2026-02-28 15:20:26
TXN-00002605,ACC-000397,MER-00005,IDEMP-00002605,THB,935,COMPLETED,2026-01-10 22:16:11,2026-01-10 22:22:15
TXN-00002606,ACC-000253,MER-00042,IDEMP-00002606,SGD,11819,COMPLETED,2026-02-02 11:47:56,2026-02-02 11:51:32
TXN-00002607,ACC-000386,MER-00013,IDEMP-00002607,USD,1658,COMPLETED,2026-01-20 08:12:30,2026-01-20 08:14:26
TXN-00002608,ACC-000264,MER-00034,IDEMP-00002608,THB,11729,COMPLETED,2026-02-25 05:08:48,2026-02-25 05:14:41
TXN-00002609,ACC-000244,MER-00053,IDEMP-00002609,USD,623,COMPLETED,2026-01-21 07:28:52,2026-01-21 07:30:26
TXN-00002610,ACC-000387,MER-00016,IDEMP-00002610,USD,4656,COMPLETED,2026-01-25 23:13:26,2026-01-25 23:16:41
TXN-00002611,ACC-000266,MER-00036,IDEMP-00002611,THB,1895,DECLINED,2026-01-29 15:17:27,2026-01-29 15:18:41
TXN-00002612,ACC-000120,MER-00035,IDEMP-00002612,THB,2042,COMPLETED,2026-02-05 17:25:15,2026-02-05 17:31:25
TXN-00002613,ACC-000150,MER-00076,IDEMP-00002613,SGD,5994,COMPLETED,2026-02-02 16:11:33,2026-02-02 16:20:23
TXN-00002614,ACC-000042,MER-00030,IDEMP-00002614,THB,12602,PENDING,2026-01-09 00:09:26,
TXN-00002615,ACC-000205,MER-00056,IDEMP-00002615,USD,5548,COMPLETED,2026-02-05 10:54:49,2026-02-05 11:04:37
TXN-00002616,ACC-000177,MER-00058,IDEMP-00002616,USD,2828,COMPLETED,2026-02-05 06:26:02,2026-02-05 06:30:45
TXN-00002617,ACC-000290,MER-00027,IDEMP-00002617,USD,7503,COMPLETED,2026-01-22 05:08:05,2026-01-22 05:09:48
TXN-00002618,ACC-000307,MER-00069,IDEMP-00002618,THB,18927,COMPLETED,2026-02-04 08:06:49,2026-02-04 08:14:53
TXN-00002619,ACC-000352,MER-00061,IDEMP-00002619,SGD,364,COMPLETED,2026-02-14 02:45:41,2026-02-14 02:53:44
TXN-00002620,ACC-000440,MER-00067,IDEMP-00002620,SGD,1467,COMPLETED,2026-02-16 23:42:36,2026-02-16 23:45:39
TXN-00002621,ACC-000017,MER-00061,IDEMP-00002621,USD,8587,COMPLETED,2026-01-04 07:39:53,2026-01-04 07:41:28
TXN-00002622,ACC-000436,MER-00076,IDEMP-00002622,SGD,14040,COMPLETED,2026-01-26 15:52:32,2026-01-26 15:56:42
TXN-00002623,ACC-000135,MER-00062,IDEMP-00002623,THB,3650,COMPLETED,2026-02-24 21:29:08,2026-02-24 21:32:34
TXN-00002624,ACC-000042,MER-00033,IDEMP-00002624,THB,6275,CANCELLED,2026-02-22 19:01:46,2026-02-22 19:10:35
TXN-00002625,ACC-000404,MER-00069,IDEMP-00002625,SGD,9309,COMPLETED,2026-01-22 09:37:07,2026-01-22 09:44:01
TXN-00002626,ACC-000302,MER-00028,IDEMP-00002626,THB,2443,COMPLETED,2026-01-24 00:45:35,2026-01-24 00:46:10
TXN-00002627,ACC-000222,MER-00020,IDEMP-00002627,USD,9630,COMPLETED,2026-02-17 18:57:51,2026-02-17 19:02:23
TXN-00002628,ACC-000234,MER-00064,IDEMP-00002628,SGD,17601,COMPLETED,2026-02-09 13:38:40,2026-02-09 13:47:33
TXN-00002629,ACC-000049,MER-00036,IDEMP-00002629,USD,1183,COMPLETED,2026-01-21 12:37:29,2026-01-21 12:39:33
TXN-00002630,ACC-000015,MER-00023,IDEMP-00002630,USD,823,COMPLETED,2026-01-29 06:21:56,2026-01-29 06:25:31
TXN-00002631,ACC-000137,MER-00020,IDEMP-00002631,SGD,8978,COMPLETED,2026-02-02 20:08:30,2026-02-02 20:09:22
TXN-00002632,ACC-000244,MER-00052,IDEMP-00002632,USD,6358,COMPLETED,2026-01-21 07:56:26,2026-01-21 08:04:17
TXN-00002633,ACC-000416,MER-00047,IDEMP-00002633,THB,885,COMPLETED,2026-02-01 15:25:37,2026-02-01 15:32:20
TXN-00002634,ACC-000383,MER-00054,IDEMP-00002634,USD,2428,CANCELLED,2026-02-06 20:41:17,2026-02-06 20:46:19
TXN-00002635,ACC-000133,MER-00023,IDEMP-00002635,USD,3773,PENDING,2026-02-28 12:56:24,
TXN-00002636,ACC-000062,MER-00042,IDEMP-00002636,USD,25982,COMPLETED,2026-02-09 18:48:18,2026-02-09 18:51:37
TXN-00002637,ACC-000099,MER-00024,IDEMP-00002637,SGD,1246,COMPLETED,2026-01-08 05:53:50,2026-01-08 05:54:50
TXN-00002638,ACC-000094,MER-00067,IDEMP-00002638,SGD,11932,COMPLETED,2026-01-08 06:58:24,2026-01-08 07:07:55
TXN-00002639,ACC-000023,MER-00079,IDEMP-00002639,SGD,7588,COMPLETED,2026-02-21 02:25:20,2026-02-21 02:26:11
TXN-00002640,ACC-000221,MER-00058,IDEMP-00002640,USD,2653,COMPLETED,2026-02-16 05:40:16,2026-02-16 05:41:41
TXN-00002641,ACC-000371,MER-00039,IDEMP-00002641,USD,13160,COMPLETED,2026-01-02 00:42:19,2026-01-02 00:46:36
TXN-00002642,ACC-000075,MER-00066,IDEMP-00002642,SGD,8277,COMPLETED,2026-02-18 08:50:32,2026-02-18 08:51:56
TXN-00002643,ACC-000107,MER-00063,IDEMP-00002643,SGD,10320,DECLINED,2026-01-23 22:08:08,2026-01-23 22:11:51
TXN-00002644,ACC-000270,MER-00046,IDEMP-00002644,SGD,17180,COMPLETED,2026-02-13 04:20:14,2026-02-13 04:23:55
TXN-00002645,ACC-000066,MER-00065,IDEMP-00002645,SGD,4006,COMPLETED,2026-02-13 14:12:18,2026-02-13 14:12:41
TXN-00002646,ACC-000375,MER-00007,IDEMP-00002646,SGD,537,COMPLETED,2026-02-06 12:17:59,2026-02-06 12:22:48
TXN-00002647,ACC-000042,MER-00071,IDEMP-00002647,THB,907,PENDING,2026-01-13 08:56:39,
TXN-00002648,ACC-000344,MER-00048,IDEMP-00002648,THB,6315,COMPLETED,2026-02-22 07:50:19,2026-02-22 07:53:55
TXN-00002649,ACC-000434,MER-00062,IDEMP-00002649,USD,20063,COMPLETED,2026-01-26 15:21:39,2026-01-26 15:30:42
TXN-00002650,ACC-000259,MER-00007,IDEMP-00002650,THB,6206,COMPLETED,2026-01-18 17:08:04,2026-01-18 17:16:35
TXN-00002651,ACC-000208,MER-00056,IDEMP-00002651,USD,1379,COMPLETED,2026-01-14 04:45:25,2026-01-14 04:47:22
TXN-00002652,ACC-000102,MER-00077,IDEMP-00002652,THB,4604,COMPLETED,2026-01-04 14:35:52,2026-01-04 14:41:52
TXN-00002653,ACC-000346,MER-00029,IDEMP-00002653,THB,16567,COMPLETED,2026-02-11 03:58:15,2026-02-11 04:03:13
TXN-00002654,ACC-000213,MER-00043,IDEMP-00002654,THB,11502,COMPLETED,2026-02-16 08:47:13,2026-02-16 08:53:37
TXN-00002655,ACC-000041,MER-00021,IDEMP-00002655,THB,1884,DECLINED,2026-01-07 22:38:08,2026-01-07 22:43:48
TXN-00002656,ACC-000192,MER-00038,IDEMP-00002656,SGD,7529,COMPLETED,2026-01-03 14:21:59,2026-01-03 14:22:47
TXN-00002657,ACC-000316,MER-00069,IDEMP-00002657,SGD,4309,COMPLETED,2026-02-06 08:24:35,2026-02-06 08:26:24
TXN-00002658,ACC-000401,MER-00047,IDEMP-00002658,THB,7089,DECLINED,2026-01-31 18:30:39,2026-01-31 18:36:20
TXN-00002659,ACC-000402,MER-00068,IDEMP-00002659,USD,10092,COMPLETED,2026-01-17 17:22:32,2026-01-17 17:31:58
TXN-00002660,ACC-000296,MER-00054,IDEMP-00002660,USD,4916,DECLINED,2026-01-06 21:13:03,2026-01-06 21:20:21
TXN-00002661,ACC-000058,MER-00041,IDEMP-00002661,SGD,4780,CANCELLED,2026-02-18 17:15:01,2026-02-18 17:16:04
TXN-00002662,ACC-000427,MER-00047,IDEMP-00002662,THB,706,COMPLETED,2026-02-15 02:49:01,2026-02-15 02:57:09
TXN-00002663,ACC-000058,MER-00060,IDEMP-00002663,SGD,3189,DECLINED,2026-02-11 16:30:16,2026-02-11 16:36:16
TXN-00002664,ACC-000264,MER-00034,IDEMP-00002664,THB,8750,COMPLETED,2026-01-30 03:14:00,2026-01-30 03:20:39
TXN-00002665,ACC-000105,MER-00010,IDEMP-00002665,SGD,8235,COMPLETED,2026-02-14 13:56:20,2026-02-14 14:06:09
TXN-00002666,ACC-000055,MER-00038,IDEMP-00002666,THB,2308,COMPLETED,2026-01-18 05:06:40,2026-01-18 05:10:25
TXN-00002667,ACC-000041,MER-00061,IDEMP-00002667,THB,10283,COMPLETED,2026-01-06 12:49:46,2026-01-06 12:58:49
TXN-00002668,ACC-000093,MER-00013,IDEMP-00002668,SGD,4415,COMPLETED,2026-02-20 07:42:13,2026-02-20 07:44:41
TXN-00002669,ACC-000219,MER-00012,IDEMP-00002669,SGD,1471,COMPLETED,2026-02-27 09:28:48,2026-02-27 09:35:21
TXN-00002670,ACC-000450,MER-00037,IDEMP-00002670,SGD,5254,COMPLETED,2026-01-24 17:39:09,2026-01-24 17:43:48
TXN-00002671,ACC-000420,MER-00029,IDEMP-00002671,THB,5227,COMPLETED,2026-01-12 22:27:38,2026-01-12 22:36:01
TXN-00002672,ACC-000178,MER-00069,IDEMP-00002672,SGD,3090,COMPLETED,2026-01-09 12:15:59,2026-01-09 12:16:51
TXN-00002673,ACC-000094,MER-00006,IDEMP-00002673,SGD,3021,COMPLETED,2026-02-11 00:48:03,2026-02-11 00:48:25
TXN-00002674,ACC-000053,MER-00075,IDEMP-00002674,THB,5564,COMPLETED,2026-02-13 22:17:49,2026-02-13 22:23:19
TXN-00002675,ACC-000015,MER-00012,IDEMP-00002675,USD,3770,COMPLETED,2026-01-31 07:54:17,2026-01-31 07:56:06
TXN-00002676,ACC-000276,MER-00052,IDEMP-00002676,USD,23243,COMPLETED,2026-01-03 11:38:06,2026-01-03 11:46:14
TXN-00002677,ACC-000359,MER-00008,IDEMP-00002677,THB,1722,COMPLETED,2026-01-08 19:35:23,2026-01-08 19:43:23
TXN-00002678,ACC-000228,MER-00049,IDEMP-00002678,THB,5969,COMPLETED,2026-01-14 19:21:58,2026-01-14 19:22:20
TXN-00002679,ACC-000239,MER-00013,IDEMP-00002679,USD,20939,COMPLETED,2026-01-16 19:24:32,2026-01-16 19:27:26
TXN-00002680,ACC-000366,MER-00075,IDEMP-00002680,USD,3259,PENDING,2026-01-24 21:37:40,
TXN-00002681,ACC-000007,MER-00044,IDEMP-00002681,THB,25239,COMPLETED,2026-01-23 19:52:55,2026-01-23 20:01:24
TXN-00002682,ACC-000072,MER-00034,IDEMP-00002682,THB,1521,COMPLETED,2026-02-28 03:43:56,2026-02-28 03:48:55
TXN-00002683,ACC-000334,MER-00010,IDEMP-00002683,USD,2886,CANCELLED,2026-01-16 11:36:59,2026-01-16 11:45:06
TXN-00002684,ACC-000092,MER-00068,IDEMP-00002684,SGD,3005,CANCELLED,2026-02-21 21:07:20,2026-02-21 21:16:37
TXN-00002685,ACC-000177,MER-00015,IDEMP-00002685,USD,12959,COMPLETED,2026-01-10 19:37:00,2026-01-10 19:37:06
TXN-00002686,ACC-000065,MER-00019,IDEMP-00002686,THB,4047,COMPLETED,2026-01-29 21:45:27,2026-01-29 21:52:42
TXN-00002687,ACC-000032,MER-00002,IDEMP-00002687,SGD,3725,DECLINED,2026-02-23 21:36:59,2026-02-23 21:46:28
TXN-00002688,ACC-000354,MER-00037,IDEMP-00002688,USD,4797,PENDING,2026-01-02 10:04:03,
TXN-00002689,ACC-000288,MER-00039,IDEMP-00002689,USD,721,COMPLETED,2026-02-20 23:07:41,2026-02-20 23:08:23
TXN-00002690,ACC-000196,MER-00012,IDEMP-00002690,THB,4211,COMPLETED,2026-03-01 11:27:04,2026-03-01 11:34:34
TXN-00002691,ACC-000203,MER-00001,IDEMP-00002691,THB,1636,COMPLETED,2026-01-20 15:37:09,2026-01-20 15:38:22
TXN-00002692,ACC-000443,MER-00080,IDEMP-00002692,SGD,1564,DECLINED,2026-01-25 11:16:40,2026-01-25 11:25:20
TXN-00002693,ACC-000367,MER-00032,IDEMP-00002693,USD,10448,PENDING,2026-01-27 14:02:59,
TXN-00002694,ACC-000397,MER-00056,IDEMP-00002694,THB,17257,COMPLETED,2026-02-01 10:18:46,2026-02-01 10:22:45
TXN-00002695,ACC-000282,MER-00035,IDEMP-00002695,THB,6897,COMPLETED,2026-02-10 14:15:38,2026-02-10 14:16:18
TXN-00002696,ACC-000203,MER-00039,IDEMP-00002696,THB,13771,COMPLETED,2026-02-17 06:39:30,2026-02-17 06:47:02
TXN-00002697,ACC-000264,MER-00078,IDEMP-00002697,THB,787,CANCELLED,2026-01-27 07:09:10,2026-01-27 07:12:14
TXN-00002698,ACC-000329,MER-00013,IDEMP-00002698,THB,978,COMPLETED,2026-02-03 13:39:07,2026-02-03 13:45:14
TXN-00002699,ACC-000182,MER-00028,IDEMP-00002699,THB,608,COMPLETED,2026-02-18 03:25:53,2026-02-18 03:31:52
TXN-00002700,ACC-000023,MER-00073,IDEMP-00002700,SGD,7850,COMPLETED,2026-01-13 19:05:48,2026-01-13 19:10:14
TXN-00002701,ACC-000031,MER-00044,IDEMP-00002701,THB,3939,COMPLETED,2026-02-26 19:58:38,2026-02-26 20:01:25
TXN-00002702,ACC-000376,MER-00007,IDEMP-00002702,THB,1903,COMPLETED,2026-02-21 19:25:06,2026-02-21 19:34:56
TXN-00002703,ACC-000122,MER-00005,IDEMP-00002703,THB,4805,COMPLETED,2026-01-09 20:36:24,2026-01-09 20:39:24
TXN-00002704,ACC-000381,MER-00058,IDEMP-00002704,USD,17717,COMPLETED,2026-02-17 15:11:49,2026-02-17 15:13:49
TXN-00002705,ACC-000104,MER-00066,IDEMP-00002705,THB,2291,COMPLETED,2026-02-12 07:52:52,2026-02-12 07:56:28
TXN-00002706,ACC-000212,MER-00040,IDEMP-00002706,THB,9254,COMPLETED,2026-01-27 18:40:05,2026-01-27 18:47:14
TXN-00002707,ACC-000132,MER-00011,IDEMP-00002707,SGD,2229,PENDING,2026-01-02 02:15:58,
TXN-00002708,ACC-000230,MER-00028,IDEMP-00002708,THB,29926,COMPLETED,2026-02-04 12:46:49,2026-02-04 12:55:27
TXN-00002709,ACC-000387,MER-00036,IDEMP-00002709,USD,1171,COMPLETED,2026-01-24 18:17:58,2026-01-24 18:20:24
TXN-00002710,ACC-000417,MER-00080,IDEMP-00002710,USD,11046,COMPLETED,2026-01-04 17:32:27,2026-01-04 17:32:54
TXN-00002711,ACC-000308,MER-00005,IDEMP-00002711,SGD,2738,PENDING,2026-01-05 23:22:23,
TXN-00002712,ACC-000247,MER-00008,IDEMP-00002712,USD,975,COMPLETED,2026-02-12 05:45:15,2026-02-12 05:46:02
TXN-00002713,ACC-000044,MER-00041,IDEMP-00002713,USD,1112,COMPLETED,2026-02-22 03:26:48,2026-02-22 03:36:29
TXN-00002714,ACC-000034,MER-00023,IDEMP-00002714,SGD,880,COMPLETED,2026-01-27 13:44:16,2026-01-27 13:50:55
TXN-00002715,ACC-000196,MER-00002,IDEMP-00002715,THB,3532,COMPLETED,2026-01-07 13:42:48,2026-01-07 13:45:27
TXN-00002716,ACC-000014,MER-00035,IDEMP-00002716,THB,17253,COMPLETED,2026-01-07 02:35:55,2026-01-07 02:44:38
TXN-00002717,ACC-000378,MER-00059,IDEMP-00002717,USD,2824,COMPLETED,2026-02-08 03:55:22,2026-02-08 04:03:15
TXN-00002718,ACC-000079,MER-00069,IDEMP-00002718,SGD,296,COMPLETED,2026-02-20 01:01:32,2026-02-20 01:07:08
TXN-00002719,ACC-000227,MER-00002,IDEMP-00002719,SGD,4654,COMPLETED,2026-02-08 10:04:52,2026-02-08 10:09:56
TXN-00002720,ACC-000160,MER-00034,IDEMP-00002720,USD,1247,COMPLETED,2026-01-17 09:50:10,2026-01-17 09:58:34
TXN-00002721,ACC-000032,MER-00034,IDEMP-00002721,SGD,2018,COMPLETED,2026-01-02 22:35:54,2026-01-02 22:42:16
TXN-00002722,ACC-000385,MER-00033,IDEMP-00002722,THB,6901,DECLINED,2026-02-07 06:33:36,2026-02-07 06:36:09
TXN-00002723,ACC-000383,MER-00061,IDEMP-00002723,USD,4406,COMPLETED,2026-02-16 14:17:35,2026-02-16 14:19:36
TXN-00002724,ACC-000182,MER-00033,IDEMP-00002724,THB,20834,DECLINED,2026-01-13 15:34:51,2026-01-13 15:43:04
TXN-00002725,ACC-000023,MER-00041,IDEMP-00002725,SGD,985,COMPLETED,2026-01-01 08:15:07,2026-01-01 08:17:19
TXN-00002726,ACC-000030,MER-00016,IDEMP-00002726,SGD,9844,COMPLETED,2026-01-02 13:32:44,2026-01-02 13:38:50
TXN-00002727,ACC-000101,MER-00005,IDEMP-00002727,THB,3525,PENDING,2026-02-17 10:50:13,
TXN-00002728,ACC-000191,MER-00080,IDEMP-00002728,THB,3265,COMPLETED,2026-01-31 13:37:35,2026-01-31 13:45:03
TXN-00002729,ACC-000337,MER-00077,IDEMP-00002729,THB,7706,DECLINED,2026-01-09 19:19:43,2026-01-09 19:24:09
TXN-00002730,ACC-000299,MER-00022,IDEMP-00002730,THB,4353,COMPLETED,2026-01-27 15:03:27,2026-01-27 15:06:17
TXN-00002731,ACC-000006,MER-00076,IDEMP-00002731,USD,17183,COMPLETED,2026-01-22 23:34:58,2026-01-22 23:35:12
TXN-00002732,ACC-000112,MER-00053,IDEMP-00002732,SGD,6407,COMPLETED,2026-02-19 15:50:10,2026-02-19 15:57:55
TXN-00002733,ACC-000440,MER-00020,IDEMP-00002733,SGD,13198,COMPLETED,2026-02-11 11:44:59,2026-02-11 11:51:35
TXN-00002734,ACC-000173,MER-00046,IDEMP-00002734,SGD,2758,COMPLETED,2026-02-05 16:29:08,2026-02-05 16:34:49
TXN-00002735,ACC-000299,MER-00074,IDEMP-00002735,THB,5093,COMPLETED,2026-02-23 23:38:57,2026-02-23 23:46:23
