settlement_item_id,settlement_batch_id,transaction_id,settlement_date,currency,gross_amount_minor,refund_amount_minor,reversal_amount_minor,net_amount_minor,status
STI-000002081,STB-000129,TXN-00002601,2026-02-14,USD,1739,0,0,1739,SETTLED
STI-000002082,STB-000094,TXN-00002602,2026-02-03,SGD,9785,0,0,9785,SETTLED
STI-000002083,STB-000070,TXN-00002603,2026-01-26,SGD,245,0,0,245,SETTLED
STI-000002084,STB-000177,TXN-00002604,2026-03-02,USD,10553,0,0,10553,SETTLED
STI-000002085,STB-000029,TXN-00002605,2026-01-12,THB,935,0,935,0,SETTLED
STI-000002086,STB-000097,TXN-00002606,2026-02-04,SGD,11819,0,0,11819,SETTLED
STI-000002087,STB-000060,TXN-00002607,2026-01-22,USD,1658,0,0,1658,SETTLED
STI-000002088,STB-000167,TXN-00002608,2026-02-27,THB,11729,0,0,11729,SETTLED
STI-000002089,STB-000063,TXN-00002609,2026-01-23,USD,623,0,0,623,SETTLED
STI-000002090,STB-000075,TXN-00002610,2026-01-27,USD,4656,0,0,4656,SETTLED
STI-000002091,STB-000107,TXN-00002612,2026-02-07,THB,2042,0,0,2042,SETTLED
STI-000002092,STB-000097,TXN-00002613,2026-02-04,SGD,5994,0,0,5994,SETTLED
STI-000002093,STB-000108,TXN-00002615,2026-02-07,USD,5548,0,0,5548,SETTLED
STI-000002094,STB-000108,TXN-00002616,2026-02-07,USD,2828,0,0,2828,SETTLED
STI-000002095,STB-000066,TXN-00002617,2026-01-24,USD,7503,0,0,7503,SETTLED
STI-000002096,STB-000104,TXN-00002618,2026-02-06,THB,18927,7017,0,11910,SETTLED
STI-000002097,STB-000133,TXN-00002619,2026-02-16,SGD,364,0,0,364,SETTLED
STI-000002098,STB-000139,TXN-00002620,2026-02-18,SGD,1467,739,0,728,SETTLED
STI-000002099,STB-000012,TXN-00002621,2026-01-06,USD,8587,0,0,8587,SETTLED
STI-000002100,STB-000076,TXN-00002622,2026-01-28,SGD,14040,0,0,14040,SETTLED
STI-000002101,STB-000164,TXN-00002623,2026-02-26,THB,3650,0,0,3650,SETTLED
STI-000002102,STB-000064,TXN-00002625,2026-01-24,SGD,9309,0,0,9309,SETTLED
STI-000002103,STB-000071,TXN-00002626,2026-01-26,THB,2443,0,0,2443,SETTLED
STI-000002104,STB-000144,TXN-00002627,2026-02-19,USD,9630,0,0,9630,SETTLED
STI-000002105,STB-000118,TXN-00002628,2026-02-11,SGD,17601,0,0,17601,SETTLED
STI-000002106,STB-000063,TXN-00002629,2026-01-23,USD,1183,0,0,1183,SETTLED
STI-000002107,STB-000087,TXN-00002630,2026-01-31,USD,823,0,0,823,SETTLED
STI-000002108,STB-000097,TXN-00002631,2026-02-04,SGD,8978,0,0,8978,SETTLED
STI-000002109,STB-000063,TXN-00002632,2026-01-23,USD,6358,0,0,6358,SETTLED
STI-000002110,STB-000095,TXN-00002633,2026-02-03,THB,885,0,0,885,SETTLED
STI-000002111,STB-000120,TXN-00002636,2026-02-11,USD,25982,0,0,25982,SETTLED
STI-000002112,STB-000022,TXN-00002637,2026-01-10,SGD,1246,796,0,450,SETTLED
STI-000002113,STB-000022,TXN-00002638,2026-01-10,SGD,11932,0,0,11932,SETTLED
STI-000002114,STB-000154,TXN-00002639,2026-02-23,SGD,7588,0,0,7588,SETTLED
STI-000002115,STB-000141,TXN-00002640,2026-02-18,USD,2653,0,0,2653,SETTLED
STI-000002116,STB-000006,TXN-00002641,2026-01-04,USD,13160,0,0,13160,SETTLED
STI-000002117,STB-000145,TXN-00002642,2026-02-20,SGD,8277,0,0,8277,SETTLED
STI-000002118,STB-000130,TXN-00002644,2026-02-15,SGD,17180,0,0,17180,SETTLED
STI-000002119,STB-000130,TXN-00002645,2026-02-15,SGD,4006,0,4006,0,SETTLED
STI-000002120,STB-000109,TXN-00002646,2026-02-08,SGD,537,0,0,537,SETTLED
STI-000002121,STB-000158,TXN-00002648,2026-02-24,THB,6315,0,0,6315,SETTLED
STI-000002122,STB-000078,TXN-00002649,2026-01-28,USD,20063,0,0,20063,SETTLED
STI-000002123,STB-000053,TXN-00002650,2026-01-20,THB,6206,0,0,6206,SETTLED
STI-000002124,STB-000042,TXN-00002651,2026-01-16,USD,1379,0,0,1379,SETTLED
STI-000002125,STB-000011,TXN-00002652,2026-01-06,THB,4604,0,0,4604,SETTLED
STI-000002126,STB-000125,TXN-00002653,2026-02-13,THB,16567,0,0,16567,SETTLED
STI-000002127,STB-000140,TXN-00002654,2026-02-18,THB,11502,0,0,11502,SETTLED
STI-000002128,STB-000007,TXN-00002656,2026-01-05,SGD,7529,0,0,7529,SETTLED
STI-000002129,STB-000109,TXN-00002657,2026-02-08,SGD,4309,0,0,4309,SETTLED
STI-000002130,STB-000051,TXN-00002659,2026-01-19,USD,10092,0,0,10092,SETTLED
STI-000002131,STB-000137,TXN-00002662,2026-02-17,THB,706,0,0,706,SETTLED
STI-000002132,STB-000089,TXN-00002664,2026-02-01,THB,8750,0,0,8750,SETTLED
STI-000002133,STB-000133,TXN-00002665,2026-02-16,SGD,8235,0,0,8235,SETTLED
STI-000002134,STB-000053,TXN-00002666,2026-01-20,THB,2308,0,2308,0,SETTLED
STI-000002135,STB-000017,TXN-00002667,2026-01-08,THB,10283,0,0,10283,SETTLED
STI-000002136,STB-000151,TXN-00002668,2026-02-22,SGD,4415,0,0,4415,SETTLED
STI-000002137,STB-000172,TXN-00002669,2026-03-01,SGD,1471,0,0,1471,SETTLED
STI-000002138,STB-000070,TXN-00002670,2026-01-26,SGD,5254,0,0,5254,SETTLED
STI-000002139,STB-000035,TXN-00002671,2026-01-14,THB,5227,0,0,5227,SETTLED
STI-000002140,STB-000025,TXN-00002672,2026-01-11,SGD,3090,0,0,3090,SETTLED
STI-000002141,STB-000124,TXN-00002673,2026-02-13,SGD,3021,0,0,3021,SETTLED
STI-000002142,STB-000131,TXN-00002674,2026-02-15,THB,5564,0,0,5564,SETTLED
STI-000002143,STB-000093,TXN-00002675,2026-02-02,USD,3770,0,0,3770,SETTLED
STI-000002144,STB-000009,TXN-00002676,2026-01-05,USD,23243,0,0,23243,SETTLED
STI-000002145,STB-000023,TXN-00002677,2026-01-10,THB,1722,0,0,1722,SETTLED
STI-000002146,STB-000041,TXN-00002678,2026-01-16,THB,5969,0,0,5969,SETTLED
STI-000002147,STB-000048,TXN-00002679,2026-01-18,USD,20939,0,0,20939,SETTLED
STI-000002148,STB-000068,TXN-00002681,2026-01-25,THB,25239,0,0,25239,SETTLED
STI-000002149,STB-000176,TXN-00002682,2026-03-02,THB,1521,0,0,1521,SETTLED
STI-000002150,STB-000030,TXN-00002685,2026-01-12,USD,12959,0,0,12959,SETTLED
STI-000002151,STB-000086,TXN-00002686,2026-01-31,THB,4047,0,0,4047,SETTLED
STI-000002152,STB-000153,TXN-00002689,2026-02-22,USD,721,0,0,721,SETTLED
STI-000002153,STB-000179,TXN-00002690,2026-03-03,THB,4211,0,0,4211,SETTLED
STI-000002154,STB-000059,TXN-00002691,2026-01-22,THB,1636,0,0,1636,SETTLED
STI-000002155,STB-000095,TXN-00002694,2026-02-03,THB,17257,0,0,17257,SETTLED
STI-000002156,STB-000122,TXN-00002695,2026-02-12,THB,6897,0,0,6897,SETTLED
STI-000002157,STB-000143,TXN-00002696,2026-02-19,THB,13771,0,0,13771,SETTLED
STI-000002158,STB-000101,TXN-00002698,2026-02-05,THB,978,0,0,978,SETTLED
STI-000002159,STB-000146,TXN-00002699,2026-02-20,THB,608,0,0,608,SETTLED
STI-000002160,STB-000037,TXN-00002700,2026-01-15,SGD,7850,0,0,7850,SETTLED
STI-000002161,STB-000170,TXN-00002701,2026-02-28,THB,3939,0,0,3939,SETTLED
STI-000002162,STB-000155,TXN-00002702,2026-02-23,THB,1903,0,0,1903,SETTLED
STI-000002163,STB-000026,TXN-00002703,2026-01-11,THB,4805,0,0,4805,SETTLED
STI-000002164,STB-000144,TXN-00002704,2026-02-19,USD,17717,0,0,17717,SETTLED
STI-000002165,STB-000128,TXN-00002705,2026-02-14,THB,2291,0,0,2291,SETTLED
STI-000002166,STB-000080,TXN-00002706,2026-01-29,THB,9254,0,0,9254,SETTLED
STI-000002167,STB-000104,TXN-00002708,2026-02-06,THB,29926,0,0,29926,SETTLED
STI-000002168,STB-000072,TXN-00002709,2026-01-26,USD,1171,0,0,1171,SETTLED
STI-000002169,STB-000012,TXN-00002710,2026-01-06,USD,11046,0,0,11046,SETTLED
STI-000002170,STB-000129,TXN-00002712,2026-02-14,USD,975,0,0,975,SETTLED
STI-000002171,STB-000159,TXN-00002713,2026-02-24,USD,1112,0,0,1112,SETTLED
STI-000002172,STB-000079,TXN-00002714,2026-01-29,SGD,880,0,0,880,SETTLED
STI-000002173,STB-000020,TXN-00002715,2026-01-09,THB,3532,0,3532,0,SETTLED
STI-000002174,STB-000020,TXN-00002716,2026-01-09,THB,17253,3478,0,13775,SETTLED
STI-000002175,STB-000117,TXN-00002717,2026-02-10,USD,2824,0,0,2824,SETTLED
STI-000002176,STB-000151,TXN-00002718,2026-02-22,SGD,296,0,0,296,SETTLED
STI-000002177,STB-000115,TXN-00002719,2026-02-10,SGD,4654,0,4654,0,SETTLED
STI-000002178,STB-000051,TXN-00002720,2026-01-19,USD,1247,0,0,1247,SETTLED
STI-000002179,STB-000004,TXN-00002721,2026-01-04,SGD,2018,1320,0,698,SETTLED
STI-000002180,STB-000141,TXN-00002723,2026-02-18,USD,4406,0,0,4406,SETTLED
STI-000002181,STB-000001,TXN-00002725,2026-01-03,SGD,985,418,0,567,SETTLED
STI-000002182,STB-000004,TXN-00002726,2026-01-04,SGD,9844,0,0,9844,SETTLED
STI-000002183,STB-000092,TXN-00002728,2026-02-02,THB,3265,0,0,3265,SETTLED
STI-000002184,STB-000080,TXN-00002730,2026-01-29,THB,4353,0,0,4353,SETTLED
STI-000002185,STB-000066,TXN-00002731,2026-01-24,USD,17183,0,0,17183,SETTLED
STI-000002186,STB-000148,TXN-00002732,2026-02-21,SGD,6407,1885,0,4522,SETTLED
STI-000002187,STB-000124,TXN-00002733,2026-02-13,SGD,13198,0,0,13198,SETTLED
STI-000002188,STB-000106,TXN-00002734,2026-02-07,SGD,2758,0,0,2758,SETTLED
STI-000002189,STB-000161,TXN-00002735,2026-02-25,THB,5093,0,0,5093,SETTLED
STI-000002190,STB-000131,TXN-00002736,2026-02-15,THB,16783,0,0,16783,SETTLED
STI-000002191,STB-000179,TXN-00002737,2026-03-03,THB,1591,0,0,1591,SETTLED
STI-000002192,STB-000043,TXN-00002738,2026-01-17,SGD,10379,0,0,10379,SETTLED
STI-000002193,STB-000027,TXN-00002739,2026-01-11,USD,3330,0,0,3330,SETTLED
STI-000002194,STB-000116,TXN-00002741,2026-02-10,THB,1756,0,0,1756,SETTLED
STI-000002195,STB-000086,TXN-00002743,2026-01-31,THB,6442,0,0,6442,SETTLED
STI-000002196,STB-000036,TXN-00002744,2026-01-14,USD,14561,0,0,14561,SETTLED
STI-000002197,STB-000079,TXN-00002745,2026-01-29,SGD,23040,0,0,23040,SETTLED
STI-000002198,STB-000083,TXN-00002746,2026-01-30,THB,422,0,0,422,SETTLED
STI-000002199,STB-000060,TXN-00002747,2026-01-22,USD,3470,0,0,3470,SETTLED
STI-000002200,STB-000148,TXN-00002748,2026-02-21,SGD,501,0,0,501,SETTLED
STI-000002201,STB-000115,TXN-00002749,2026-02-10,SGD,1929,0,0,1929,SETTLED
STI-000002202,STB-000152,TXN-00002750,2026-02-22,THB,5492,0,0,5492,SETTLED
STI-000002203,STB-000096,TXN-00002751,2026-02-03,USD,3243,2246,0,997,SETTLED
STI-000002204,STB-000017,TXN-00002752,2026-01-08,THB,1113,0,0,1113,SETTLED
STI-000002205,STB-000141,TXN-00002753,2026-02-18,USD,3622,0,0,3622,SETTLED
STI-000002206,STB-000121,TXN-00002754,2026-02-12,SGD,1113,0,0,1113,SETTLED
STI-000002207,STB-000138,TXN-00002755,2026-02-17,USD,2736,0,0,2736,SETTLED
STI-000002208,STB-000001,TXN-00002756,2026-01-03,SGD,2344,0,0,2344,SETTLED
STI-000002209,STB-000061,TXN-00002757,2026-01-23,SGD,8905,0,0,8905,SETTLED
STI-000002210,STB-000107,TXN-00002759,2026-02-07,THB,7948,0,7948,0,SETTLED
STI-000002211,STB-000102,TXN-00002760,2026-02-05,USD,1193,0,0,1193,SETTLED
STI-000002212,STB-000072,TXN-00002762,2026-01-26,USD,24996,0,0,24996,SETTLED
STI-000002213,STB-000021,TXN-00002763,2026-01-09,USD,2506,395,0,2111,SETTLED
STI-000002214,STB-000129,TXN-00002764,2026-02-14,USD,567,504,0,63,SETTLED
STI-000002215,STB-000119,TXN-00002765,2026-02-11,THB,7737,0,0,7737,SETTLED
STI-000002216,STB-000180,TXN-00002767,2026-03-03,USD,16595,0,0,16595,SETTLED
STI-000002217,STB-000112,TXN-00002768,2026-02-09,SGD,6736,0,0,6736,SETTLED
STI-000002218,STB-000079,TXN-00002769,2026-01-29,SGD,20835,0,0,20835,SETTLED
STI-000002219,STB-000099,TXN-00002770,2026-02-04,USD,7583,0,0,7583,SETTLED
STI-000002220,STB-000172,TXN-00002771,2026-03-01,SGD,5526,0,0,5526,SETTLED
STI-000002221,STB-000024,TXN-00002772,2026-01-10,USD,22611,0,0,22611,SETTLED
STI-000002222,STB-000032,TXN-00002774,2026-01-13,THB,5032,0,0,5032,SETTLED
STI-000002223,STB-000132,TXN-00002776,2026-02-15,USD,4247,0,0,4247,SETTLED
STI-000002224,STB-000132,TXN-00002777,2026-02-15,USD,16357,0,0,16357,SETTLED
STI-000002225,STB-000042,TXN-00002778,2026-01-16,USD,1687,0,0,1687,SETTLED
STI-000002226,STB-000019,TXN-00002779,2026-01-09,SGD,4665,0,0,4665,SETTLED
STI-000002227,STB-000130,TXN-00002780,2026-02-15,SGD,1757,0,0,1757,SETTLED
STI-000002228,STB-000180,TXN-00002781,2026-03-03,USD,50119,0,0,50119,SETTLED
STI-000002229,STB-000093,TXN-00002782,2026-02-02,USD,3529,0,0,3529,SETTLED
STI-000002230,STB-000137,TXN-00002783,2026-02-17,THB,1546,0,0,1546,SETTLED
STI-000002231,STB-000002,TXN-00002784,2026-01-03,THB,7865,0,0,7865,SETTLED
STI-000002232,STB-000112,TXN-00002786,2026-02-09,SGD,1778,0,0,1778,SETTLED
STI-000002233,STB-000013,TXN-00002790,2026-01-07,SGD,3635,0,0,3635,SETTLED
STI-000002234,STB-000022,TXN-00002792,2026-01-10,SGD,8871,0,0,8871,SETTLED
STI-000002235,STB-000117,TXN-00002793,2026-02-10,USD,6464,0,0,6464,SETTLED
STI-000002236,STB-000174,TXN-00002794,2026-03-01,USD,7361,0,0,7361,SETTLED
STI-000002237,STB-000150,TXN-00002795,2026-02-21,USD,660,0,0,660,SETTLED
STI-000002238,STB-000075,TXN-00002796,2026-01-27,USD,4753,864,0,3889,SETTLED
STI-000002239,STB-000091,TXN-00002797,2026-02-02,SGD,44945,0,0,44945,SETTLED
STI-000002240,STB-000002,TXN-00002798,2026-01-03,THB,8862,0,0,8862,SETTLED
STI-000002241,STB-000036,TXN-00002800,2026-01-14,USD,9002,0,0,9002,SETTLED
STI-000002242,STB-000006,TXN-00002801,2026-01-04,USD,13318,0,0,13318,SETTLED
STI-000002243,STB-000016,TXN-00002803,2026-01-08,SGD,9977,0,0,9977,SETTLED
STI-000002244,STB-000049,TXN-00002804,2026-01-19,SGD,3040,2135,0,905,SETTLED
STI-000002245,STB-000147,TXN-00002805,2026-02-20,USD,2626,0,0,2626,SETTLED
STI-000002246,STB-000123,TXN-00002807,2026-02-12,USD,3987,0,0,3987,SETTLED
STI-000002247,STB-000077,TXN-00002808,2026-01-28,THB,4653,0,0,4653,SETTLED
STI-000002248,STB-000031,TXN-00002810,2026-01-13,SGD,5623,0,0,5623,SETTLED
STI-000002249,STB-000063,TXN-00002811,2026-01-23,USD,15876,0,0,15876,SETTLED
STI-000002250,STB-000161,TXN-00002812,2026-02-25,THB,2521,0,0,2521,SETTLED
STI-000002251,STB-000023,TXN-00002813,2026-01-10,THB,6754,0,0,6754,SETTLED
STI-000002252,STB-000120,TXN-00002814,2026-02-11,USD,1962,0,0,1962,SETTLED
STI-000002253,STB-000136,TXN-00002815,2026-02-17,SGD,2092,0,0,2092,SETTLED
STI-000002254,STB-000117,TXN-00002816,2026-02-10,USD,22973,16408,0,6565,SETTLED
STI-000002255,STB-000175,TXN-00002817,2026-03-02,SGD,2224,0,0,2224,SETTLED
STI-000002256,STB-000156,TXN-00002818,2026-02-23,USD,3424,0,0,3424,SETTLED
STI-000002257,STB-000094,TXN-00002819,2026-02-03,SGD,6320,0,0,6320,SETTLED
STI-000002258,STB-000046,TXN-00002821,2026-01-18,SGD,1104,0,0,1104,SETTLED
STI-000002259,STB-000001,TXN-00002822,2026-01-03,SGD,3494,0,0,3494,SETTLED
STI-000002260,STB-000065,TXN-00002823,2026-01-24,THB,8986,0,0,8986,SETTLED
STI-000002261,STB-000065,TXN-00002825,2026-01-24,THB,17842,0,0,17842,SETTLED
STI-000002262,STB-000137,TXN-00002826,2026-02-17,THB,19108,0,0,19108,SETTLED
STI-000002263,STB-000049,TXN-00002828,2026-01-19,SGD,1776,0,0,1776,SETTLED
STI-000002264,STB-000005,TXN-00002829,2026-01-04,THB,1807,0,0,1807,SETTLED
STI-000002265,STB-000090,TXN-00002830,2026-02-01,USD,4825,0,0,4825,SETTLED
STI-000002266,STB-000009,TXN-00002831,2026-01-05,USD,4508,0,0,4508,SETTLED
STI-000002267,STB-000164,TXN-00002832,2026-02-26,THB,12966,0,0,12966,SETTLED
STI-000002268,STB-000095,TXN-00002833,2026-02-03,THB,2476,0,0,2476,SETTLED
STI-000002269,STB-000051,TXN-00002834,2026-01-19,USD,5459,0,0,5459,SETTLED
STI-000002270,STB-000009,TXN-00002835,2026-01-05,USD,1069,0,0,1069,SETTLED
STI-000002271,STB-000056,TXN-00002836,2026-01-21,THB,1744,0,0,1744,SETTLED
STI-000002272,STB-000076,TXN-00002838,2026-01-28,SGD,11568,0,0,11568,SETTLED
STI-000002273,STB-000128,TXN-00002839,2026-02-14,THB,3430,0,0,3430,SETTLED
STI-000002274,STB-000122,TXN-00002840,2026-02-12,THB,3656,2799,0,857,SETTLED
STI-000002275,STB-000144,TXN-00002841,2026-02-19,USD,7834,0,0,7834,SETTLED
STI-000002276,STB-000037,TXN-00002842,2026-01-15,SGD,10048,0,0,10048,SETTLED
STI-000002277,STB-000034,TXN-00002843,2026-01-14,SGD,2401,0,0,2401,SETTLED
STI-000002278,STB-000022,TXN-00002846,2026-01-10,SGD,2792,0,0,2792,SETTLED
STI-000002279,STB-000025,TXN-00002849,2026-01-11,SGD,27092,0,0,27092,SETTLED
STI-000002280,STB-000139,TXN-00002852,2026-02-18,SGD,87438,0,0,87438,SETTLED
STI-000002281,STB-000029,TXN-00002853,2026-01-12,THB,7894,0,7894,0,SETTLED
STI-000002282,STB-000152,TXN-00002854,2026-02-22,THB,6492,0,0,6492,SETTLED
STI-000002283,STB-000057,TXN-00002855,2026-01-21,USD,14934,0,0,14934,SETTLED
STI-000002284,STB-000074,TXN-00002856,2026-01-27,THB,3625,0,0,3625,SETTLED
STI-000002285,STB-000114,TXN-00002858,2026-02-09,USD,4002,0,0,4002,SETTLED
STI-000002286,STB-000079,TXN-00002860,2026-01-29,SGD,10901,0,0,10901,SETTLED
STI-000002287,STB-000162,TXN-00002861,2026-02-25,USD,721,0,0,721,SETTLED
STI-000002288,STB-000037,TXN-00002862,2026-01-15,SGD,686,0,0,686,SETTLED
STI-000002289,STB-000159,TXN-00002863,2026-02-24,USD,4372,0,0,4372,SETTLED
STI-000002290,STB-000023,TXN-00002864,2026-01-10,THB,3200,0,0,3200,SETTLED
STI-000002291,STB-000045,TXN-00002865,2026-01-17,USD,3121,0,0,3121,SETTLED
STI-000002292,STB-000078,TXN-00002867,2026-01-28,USD,2299,0,0,2299,SETTLED
STI-000002293,STB-000128,TXN-00002868,2026-02-14,THB,25797,0,0,25797,SETTLED
STI-000002294,STB-000109,TXN-00002869,2026-02-08,SGD,2580,0,0,2580,SETTLED
STI-000002295,STB-000051,TXN-00002870,2026-01-19,USD,3413,0,0,3413,SETTLED
STI-000002296,STB-000086,TXN-00002871,2026-01-31,THB,10870,0,0,10870,SETTLED
STI-000002297,STB-000080,TXN-00002873,2026-01-29,THB,10686,0,0,10686,SETTLED
STI-000002298,STB-000175,TXN-00002874,2026-03-02,SGD,2690,0,0,2690,SETTLED
STI-000002299,STB-000091,TXN-00002875,2026-02-02,SGD,7976,0,0,7976,SETTLED
STI-000002300,STB-000163,TXN-00002876,2026-02-26,SGD,1438,0,1438,0,SETTLED
STI-000002301,STB-000161,TXN-00002879,2026-02-25,THB,8687,0,0,8687,SETTLED
STI-000002302,STB-000168,TXN-00002880,2026-02-27,USD,1304,0,0,1304,SETTLED
STI-000002303,STB-000121,TXN-00002881,2026-02-12,SGD,3337,0,0,3337,SETTLED
STI-000002304,STB-000049,TXN-00002882,2026-01-19,SGD,19219,0,0,19219,SETTLED
STI-000002305,STB-000093,TXN-00002883,2026-02-02,USD,1416,0,0,1416,SETTLED
STI-000002306,STB-000134,TXN-00002884,2026-02-16,THB,2926,0,0,2926,SETTLED
STI-000002307,STB-000094,TXN-00002885,2026-02-03,SGD,22205,0,0,22205,SETTLED
STI-000002308,STB-000130,TXN-00002886,2026-02-15,SGD,8150,0,0,8150,SETTLED
STI-000002309,STB-000054,TXN-00002888,2026-01-20,USD,1682,0,0,1682,SETTLED
STI-000002310,STB-000026,TXN-00002890,2026-01-11,THB,3220,0,0,3220,SETTLED
STI-000002311,STB-000002,TXN-00002891,2026-01-03,THB,16202,0,0,16202,SETTLED
STI-000002312,STB-000174,TXN-00002892,2026-03-01,USD,8161,0,0,8161,SETTLED
STI-000002313,STB-000134,TXN-00002894,2026-02-16,THB,31242,0,0,31242,SETTLED
STI-000002314,STB-000057,TXN-00002896,2026-01-21,USD,1237,0,0,1237,SETTLED
STI-000002315,STB-000053,TXN-00002897,2026-01-20,THB,703,0,0,703,SETTLED
STI-000002316,STB-000122,TXN-00002898,2026-02-12,THB,29409,0,0,29409,SETTLED
STI-000002317,STB-000151,TXN-00002899,2026-02-22,SGD,1655,0,0,1655,SETTLED
STI-000002318,STB-000085,TXN-00002900,2026-01-31,SGD,5764,0,0,5764,SETTLED
STI-000002319,STB-000077,TXN-00002902,2026-01-28,THB,402,0,0,402,SETTLED
STI-000002320,STB-000103,TXN-00002903,2026-02-06,SGD,5458,0,0,5458,SETTLED
STI-000002321,STB-000134,TXN-00002904,2026-02-16,THB,9688,0,0,9688,SETTLED
STI-000002322,STB-000137,TXN-00002905,2026-02-17,THB,922,0,0,922,SETTLED
STI-000002323,STB-000128,TXN-00002906,2026-02-14,THB,19339,0,0,19339,SETTLED
STI-000002324,STB-000110,TXN-00002907,2026-02-08,THB,1961,0,0,1961,SETTLED
STI-000002325,STB-000178,TXN-00002908,2026-03-03,SGD,1501,0,0,1501,SETTLED
STI-000002326,STB-000014,TXN-00002909,2026-01-07,THB,11529,0,0,11529,SETTLED
STI-000002327,STB-000055,TXN-00002910,2026-01-21,SGD,14587,6297,0,8290,SETTLED
STI-000002328,STB-000082,TXN-00002912,2026-01-30,SGD,2493,0,0,2493,SETTLED
STI-000002329,STB-000144,TXN-00002915,2026-02-19,USD,3401,0,0,3401,SETTLED
STI-000002330,STB-000050,TXN-00002916,2026-01-19,THB,3399,0,0,3399,SETTLED
STI-000002331,STB-000130,TXN-00002918,2026-02-15,SGD,1357,0,0,1357,SETTLED
STI-000002332,STB-000084,TXN-00002919,2026-01-30,USD,4554,3547,0,1007,SETTLED
STI-000002333,STB-000162,TXN-00002920,2026-02-25,USD,1540,0,0,1540,SETTLED
STI-000002334,STB-000036,TXN-00002922,2026-01-14,USD,2130,0,0,2130,SETTLED
STI-000002335,STB-000176,TXN-00002924,2026-03-02,THB,18821,0,0,18821,SETTLED
STI-000002336,STB-000001,TXN-00002925,2026-01-03,SGD,21862,20424,0,1438,SETTLED
STI-000002337,STB-000005,TXN-00002927,2026-01-04,THB,4440,0,0,4440,SETTLED
STI-000002338,STB-000097,TXN-00002929,2026-02-04,SGD,634,0,0,634,SETTLED
STI-000002339,STB-000038,TXN-00002930,2026-01-15,THB,2512,0,0,2512,SETTLED
STI-000002340,STB-000102,TXN-00002931,2026-02-05,USD,2510,0,0,2510,SETTLED
STI-000002341,STB-000095,TXN-00002932,2026-02-03,THB,11151,0,0,11151,SETTLED
STI-000002342,STB-000082,TXN-00002933,2026-01-30,SGD,1798,0,0,1798,SETTLED
STI-000002343,STB-000099,TXN-00002934,2026-02-04,USD,3166,0,0,3166,SETTLED
STI-000002344,STB-000114,TXN-00002935,2026-02-09,USD,1179,0,0,1179,SETTLED
STI-000002345,STB-000160,TXN-00002936,2026-02-25,SGD,6709,0,0,6709,SETTLED
STI-000002346,STB-000135,TXN-00002937,2026-02-16,USD,3594,0,0,3594,SETTLED
STI-000002347,STB-000170,TXN-00002940,2026-02-28,THB,16092,0,0,16092,SETTLED
STI-000002348,STB-000139,TXN-00002941,2026-02-18,SGD,2622,0,0,2622,SETTLED
STI-000002349,STB-000019,TXN-00002942,2026-01-09,SGD,882,827,0,55,SETTLED
STI-000002350,STB-000168,TXN-00002943,2026-02-27,USD,3218,0,0,3218,SETTLED
STI-000002351,STB-000026,TXN-00002945,2026-01-11,THB,8407,0,0,8407,SETTLED
STI-000002352,STB-000179,TXN-00002947,2026-03-03,THB,4666,0,0,4666,SETTLED
STI-000002353,STB-000144,TXN-00002948,2026-02-19,USD,6463,0,0,6463,SETTLED
STI-000002354,STB-000061,TXN-00002949,2026-01-23,SGD,5571,0,0,5571,SETTLED
STI-000002355,STB-000106,TXN-00002950,2026-02-07,SGD,1647,0,0,1647,SETTLED
STI-000002356,STB-000103,TXN-00002953,2026-02-06,SGD,2786,0,0,2786,SETTLED
STI-000002357,STB-000163,TXN-00002954,2026-02-26,SGD,6283,0,0,6283,SETTLED
STI-000002358,STB-000135,TXN-00002955,2026-02-16,USD,13346,0,0,13346,SETTLED
STI-000002359,STB-000136,TXN-00002956,2026-02-17,SGD,7432,0,0,7432,SETTLED
STI-000002360,STB-000028,TXN-00002957,2026-01-12,SGD,737,0,0,737,SETTLED
STI-000002361,STB-000130,TXN-00002959,2026-02-15,SGD,3461,0,0,3461,SETTLED
STI-000002362,STB-000010,TXN-00002960,2026-01-06,SGD,2270,0,0,2270,SETTLED
STI-000002363,STB-000079,TXN-00002962,2026-01-29,SGD,2129,0,0,2129,SETTLED
STI-000002364,STB-000144,TXN-00002964,2026-02-19,USD,9484,0,0,9484,SETTLED
STI-000002365,STB-000086,TXN-00002965,2026-01-31,THB,6767,0,0,6767,SETTLED
STI-000002366,STB-000134,TXN-00002966,2026-02-16,THB,5892,0,0,5892,SETTLED
STI-000002367,STB-000084,TXN-00002967,2026-01-30,USD,7887,0,0,7887,SETTLED
STI-000002368,STB-000051,TXN-00002969,2026-01-19,USD,1885,0,0,1885,SETTLED
STI-000002369,STB-000044,TXN-00002970,2026-01-17,THB,14189,5923,0,8266,SETTLED
STI-000002370,STB-000053,TXN-00002971,2026-01-20,THB,7628,0,0,7628,SETTLED
STI-000002371,STB-000075,TXN-00002972,2026-01-27,USD,2321,0,0,2321,SETTLED
STI-000002372,STB-000151,TXN-00002973,2026-02-22,SGD,9959,0,0,9959,SETTLED
STI-000002373,STB-000022,TXN-00002974,2026-01-10,SGD,6122,0,0,6122,SETTLED
STI-000002374,STB-000010,TXN-00002975,2026-01-06,SGD,1403,0,0,1403,SETTLED
STI-000002375,STB-000117,TXN-00002976,2026-02-10,USD,13365,0,0,13365,SETTLED
