payment_id,creator_token,payment_amount,post_date,settlement_account_token,payment_cycle,payment_status,payment_type,source_reference_token
PAY-0000407,CRT-00027,2727.71,2026-03-11,SYNBANK-305702,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000407
PAY-0000408,CRT-00036,2577.12,2026-03-27,SYNBANK-406167,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000408
PAY-0000409,CRT-00066,2087.39,2026-05-19,SYNBANK-746921,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000409
PAY-0000410,CRT-00038,1774.4,2026-03-29,SYNBANK-420509,MONTH_END,PAID,LIVE_HOST,SRCREF-0000410
PAY-0000411,CRT-00049,2032.09,2026-04-18,SYNBANK-550729,MONTH_END,PAID,LIVE_HOST,SRCREF-0000411
PAY-0000412,CRT-00068,0.0,2026-05-22,SYNBANK-763981,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000412
PAY-0000413,CRT-00069,1652.51,2026-05-25,SYNBANK-783044,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000413
PAY-0000414,CRT-00079,1010.64,2026-06-11,SYNBANK-892870,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000414
PAY-0000415,CRT-00055,4627.05,2026-04-29,SYNBANK-618024,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000415
PAY-0000416,CRT-00016,716.37,2026-02-19,SYNBANK-176799,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000416
PAY-0000417,CRT-00080,0.0,2026-06-12,SYNBANK-902505,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000417
PAY-0000418,CRT-00022,0.0,2026-03-01,SYNBANK-241304,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000418
PAY-0000419,CRT-00015,1048.63,2026-02-17,SYNBANK-163993,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000419
PAY-0000420,CRT-00078,0.0,2026-06-08,SYNBANK-877449,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000420
PAY-0000421,CRT-00082,0.0,2026-06-16,SYNBANK-923236,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000421
PAY-0000422,CRT-00035,1244.49,2026-03-25,SYNBANK-392066,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000422
PAY-0000423,CRT-00002,0.0,2026-01-25,SYNBANK-014795,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000423
PAY-0000424,CRT-00048,0.0,2026-04-16,SYNBANK-536604,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000424
PAY-0000425,CRT-00080,1620.19,2026-06-13,SYNBANK-909036,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000425
PAY-0000426,CRT-00038,0.0,2026-03-29,SYNBANK-421902,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000426
PAY-0000427,CRT-00033,1464.84,2026-03-21,SYNBANK-371734,MONTH_END,PAID,LIVE_HOST,SRCREF-0000427
PAY-0000428,CRT-00015,0.0,2026-02-17,SYNBANK-164089,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000428
PAY-0000429,CRT-00017,1151.96,2026-02-21,SYNBANK-187238,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000429
PAY-0000430,CRT-00065,0.0,2026-05-17,SYNBANK-733231,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000430
PAY-0000431,CRT-00018,975.94,2026-02-22,SYNBANK-193227,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000431
PAY-0000432,CRT-00035,0.0,2026-03-24,SYNBANK-387834,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000432
PAY-0000433,CRT-00071,682.0,2026-05-28,SYNBANK-801451,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000433
PAY-0000434,CRT-00062,831.85,2026-05-12,SYNBANK-700147,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000434
PAY-0000435,CRT-00068,2382.17,2026-05-21,SYNBANK-762397,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000435
PAY-0000436,CRT-00062,2464.47,2026-05-12,SYNBANK-702768,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000436
PAY-0000437,CRT-00040,1126.61,2026-04-03,SYNBANK-453988,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000437
PAY-0000438,CRT-00069,829.44,2026-05-25,SYNBANK-783959,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000438
PAY-0000439,CRT-00072,0.0,2026-05-28,SYNBANK-807074,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000439
PAY-0000440,CRT-00025,682.0,2026-03-06,SYNBANK-275017,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000440
PAY-0000441,CRT-00059,0.0,2026-05-07,SYNBANK-668591,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000441
PAY-0000442,CRT-00078,1520.94,2026-06-10,SYNBANK-885169,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000442
PAY-0000443,CRT-00079,935.56,2026-06-11,SYNBANK-891028,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000443
PAY-0000444,CRT-00087,682.0,2026-06-25,SYNBANK-981444,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000444
PAY-0000445,CRT-00082,0.0,2026-06-16,SYNBANK-928522,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000445
PAY-0000446,CRT-00066,4137.26,2026-05-18,SYNBANK-739413,MONTH_END,PAID,LIVE_HOST,SRCREF-0000446
PAY-0000447,CRT-00078,1785.28,2026-06-08,SYNBANK-877773,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000447
PAY-0000448,CRT-00028,0.0,2026-03-13,SYNBANK-316593,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000448
PAY-0000449,CRT-00044,1954.82,2026-04-09,SYNBANK-492803,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000449
PAY-0000450,CRT-00044,2030.52,2026-04-09,SYNBANK-488880,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000450
PAY-0000451,CRT-00085,696.49,2026-06-21,SYNBANK-957847,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000451
PAY-0000452,CRT-00057,0.0,2026-05-02,SYNBANK-640456,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000452
PAY-0000453,CRT-00081,682.0,2026-06-14,SYNBANK-910614,MONTH_END,PAID,LIVE_HOST,SRCREF-0000453
PAY-0000454,CRT-00047,682.0,2026-04-14,SYNBANK-523348,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000454
PAY-0000455,CRT-00066,0.0,2026-05-19,SYNBANK-747907,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000455
PAY-0000456,CRT-00082,1577.38,2026-06-16,SYNBANK-926623,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000456
PAY-0000457,CRT-00058,0.0,2026-05-05,SYNBANK-657749,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000457
PAY-0000458,CRT-00011,682.0,2026-02-10,SYNBANK-116696,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000458
PAY-0000459,CRT-00044,682.0,2026-04-10,SYNBANK-497356,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000459
PAY-0000460,CRT-00006,2428.32,2026-02-01,SYNBANK-061153,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000460
PAY-0000461,CRT-00012,0.0,2026-02-13,SYNBANK-135058,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000461
PAY-0000462,CRT-00087,3139.97,2026-06-25,SYNBANK-983213,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000462
PAY-0000463,CRT-00062,943.98,2026-05-11,SYNBANK-698299,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000463
PAY-0000464,CRT-00065,0.0,2026-05-17,SYNBANK-734673,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000464
PAY-0000465,CRT-00037,1349.77,2026-03-28,SYNBANK-415710,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000465
PAY-0000466,CRT-00086,2662.71,2026-06-23,SYNBANK-972894,MONTH_END,PAID,LIVE_HOST,SRCREF-0000466
PAY-0000467,CRT-00020,711.05,2026-02-25,SYNBANK-217578,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000467
PAY-0000468,CRT-00069,0.0,2026-05-24,SYNBANK-777922,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000468
PAY-0000469,CRT-00016,1529.15,2026-02-20,SYNBANK-180496,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000469
PAY-0000470,CRT-00066,1242.89,2026-05-19,SYNBANK-747958,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000470
PAY-0000471,CRT-00059,0.0,2026-05-05,SYNBANK-659625,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000471
PAY-0000472,CRT-00026,0.0,2026-03-09,SYNBANK-289089,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000472
PAY-0000473,CRT-00021,0.0,2026-02-28,SYNBANK-231300,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000473
PAY-0000474,CRT-00058,1478.36,2026-05-05,SYNBANK-658993,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000474
PAY-0000475,CRT-00037,2045.87,2026-03-28,SYNBANK-414738,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000475
PAY-0000476,CRT-00068,2913.85,2026-05-22,SYNBANK-764605,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000476
PAY-0000477,CRT-00003,0.0,2026-01-26,SYNBANK-023069,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000477
PAY-0000478,CRT-00027,1114.4,2026-03-10,SYNBANK-298088,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000478
PAY-0000479,CRT-00012,941.08,2026-02-12,SYNBANK-130148,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000479
PAY-0000480,CRT-00020,0.0,2026-02-26,SYNBANK-222179,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000480
PAY-0000481,CRT-00036,1890.61,2026-03-27,SYNBANK-406862,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000481
PAY-0000482,CRT-00084,3925.26,2026-06-19,SYNBANK-947978,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000482
PAY-0000483,CRT-00035,1719.69,2026-03-25,SYNBANK-397383,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000483
PAY-0000484,CRT-00020,682.0,2026-02-25,SYNBANK-217492,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000484
PAY-0000485,CRT-00085,0.0,2026-06-22,SYNBANK-961863,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000485
PAY-0000486,CRT-00045,0.0,2026-04-11,SYNBANK-503518,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000486
PAY-0000487,CRT-00029,3408.65,2026-03-14,SYNBANK-324297,MONTH_END,PAID,LIVE_HOST,SRCREF-0000487
PAY-0000488,CRT-00072,2105.37,2026-05-29,SYNBANK-813342,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000488
PAY-0000489,CRT-00061,1224.27,2026-05-10,SYNBANK-690789,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000489
PAY-0000490,CRT-00057,1326.99,2026-05-02,SYNBANK-637450,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000490
PAY-0000491,CRT-00017,0.0,2026-02-20,SYNBANK-182906,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000491
PAY-0000492,CRT-00028,0.0,2026-03-13,SYNBANK-316736,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000492
PAY-0000493,CRT-00026,1078.75,2026-03-08,SYNBANK-285892,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000493
PAY-0000494,CRT-00055,2626.64,2026-04-29,SYNBANK-615523,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000494
PAY-0000495,CRT-00053,787.32,2026-04-25,SYNBANK-595720,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000495
PAY-0000496,CRT-00008,2378.44,2026-02-05,SYNBANK-085084,MONTH_END,PAID,LIVE_HOST,SRCREF-0000496
PAY-0000497,CRT-00029,1972.08,2026-03-14,SYNBANK-322813,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000497
PAY-0000498,CRT-00032,1582.84,2026-03-20,SYNBANK-363479,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000498
PAY-0000499,CRT-00085,0.0,2026-06-21,SYNBANK-955320,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000499
PAY-0000500,CRT-00008,867.49,2026-02-05,SYNBANK-086151,MONTH_END,PAID,LIVE_HOST,SRCREF-0000500
PAY-0000501,CRT-00053,5760.73,2026-04-25,SYNBANK-595329,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000501
PAY-0000502,CRT-00052,682.0,2026-04-25,SYNBANK-590127,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000502
PAY-0000503,CRT-00032,1106.64,2026-03-20,SYNBANK-362106,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000503
PAY-0000504,CRT-00003,0.0,2026-01-26,SYNBANK-023022,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000504
PAY-0000505,CRT-00017,5666.22,2026-02-22,SYNBANK-192563,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000505
PAY-0000506,CRT-00063,0.0,2026-05-14,SYNBANK-711662,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000506
PAY-0000507,CRT-00039,2942.71,2026-04-01,SYNBANK-437210,MONTH_END,PAID,LIVE_HOST,SRCREF-0000507
PAY-0000508,CRT-00020,0.0,2026-02-27,SYNBANK-226383,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000508
PAY-0000509,CRT-00031,3107.92,2026-03-18,SYNBANK-351484,MONTH_END,PAID,LIVE_HOST,SRCREF-0000509
PAY-0000510,CRT-00061,0.0,2026-05-10,SYNBANK-686812,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000510
PAY-0000511,CRT-00028,4760.79,2026-03-12,SYNBANK-312245,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000511
PAY-0000512,CRT-00006,1265.39,2026-02-01,SYNBANK-062147,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000512
PAY-0000513,CRT-00042,2943.97,2026-04-06,SYNBANK-472295,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000513
PAY-0000514,CRT-00087,2381.35,2026-06-25,SYNBANK-985664,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000514
PAY-0000515,CRT-00046,682.0,2026-04-12,SYNBANK-512059,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000515
PAY-0000516,CRT-00028,0.0,2026-03-12,SYNBANK-311363,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000516
PAY-0000517,CRT-00042,1670.45,2026-04-06,SYNBANK-470011,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000517
PAY-0000518,CRT-00006,0.0,2026-02-02,SYNBANK-066174,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000518
PAY-0000519,CRT-00020,1110.47,2026-02-26,SYNBANK-222216,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000519
PAY-0000520,CRT-00049,0.0,2026-04-18,SYNBANK-550419,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000520
PAY-0000521,CRT-00016,1167.01,2026-02-19,SYNBANK-175644,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000521
PAY-0000522,CRT-00050,2801.33,2026-04-20,SYNBANK-558401,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000522
PAY-0000523,CRT-00040,3670.33,2026-04-03,SYNBANK-452797,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000523
PAY-0000524,CRT-00054,1577.64,2026-04-28,SYNBANK-609310,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000524
PAY-0000525,CRT-00026,2085.44,2026-03-09,SYNBANK-290872,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000525
PAY-0000526,CRT-00027,2020.74,2026-03-10,SYNBANK-299425,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000526
PAY-0000527,CRT-00036,867.49,2026-03-27,SYNBANK-407469,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000527
PAY-0000528,CRT-00039,0.0,2026-03-31,SYNBANK-432812,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000528
PAY-0000529,CRT-00052,0.0,2026-04-24,SYNBANK-587923,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000529
PAY-0000530,CRT-00036,682.0,2026-03-27,SYNBANK-404167,MONTH_END,PAID,LIVE_HOST,SRCREF-0000530
PAY-0000531,CRT-00078,887.59,2026-06-09,SYNBANK-879901,MONTH_END,PAID,LIVE_HOST,SRCREF-0000531
PAY-0000532,CRT-00080,2771.36,2026-06-13,SYNBANK-905371,MONTH_END,PAID,LIVE_HOST,SRCREF-0000532
PAY-0000533,CRT-00035,1722.18,2026-03-24,SYNBANK-387895,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000533
PAY-0000534,CRT-00035,0.0,2026-03-26,SYNBANK-397485,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000534
PAY-0000535,CRT-00076,0.0,2026-06-06,SYNBANK-863003,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000535
PAY-0000536,CRT-00021,2377.83,2026-02-28,SYNBANK-233510,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000536
PAY-0000537,CRT-00040,2182.94,2026-04-02,SYNBANK-444261,MONTH_END,PAID,LIVE_HOST,SRCREF-0000537
PAY-0000538,CRT-00040,0.0,2026-04-02,SYNBANK-447337,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000538
PAY-0000539,CRT-00027,1379.25,2026-03-11,SYNBANK-303261,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000539
PAY-0000540,CRT-00086,0.0,2026-06-24,SYNBANK-976319,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000540
PAY-0000541,CRT-00086,0.0,2026-06-22,SYNBANK-967324,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000541
PAY-0000542,CRT-00044,0.0,2026-04-09,SYNBANK-493205,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000542
PAY-0000543,CRT-00037,0.0,2026-03-27,SYNBANK-410112,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000543
PAY-0000544,CRT-00012,5099.39,2026-02-12,SYNBANK-133374,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000544
PAY-0000545,CRT-00036,2450.13,2026-03-27,SYNBANK-407077,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000545
PAY-0000546,CRT-00035,1352.23,2026-03-24,SYNBANK-387924,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000546
PAY-0000547,CRT-00027,3209.66,2026-03-11,SYNBANK-304330,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000547
PAY-0000548,CRT-00064,2947.9,2026-05-15,SYNBANK-723942,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000548
PAY-0000549,CRT-00002,1481.1,2026-01-26,SYNBANK-021537,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000549
PAY-0000550,CRT-00005,1585.85,2026-01-30,SYNBANK-049434,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000550
PAY-0000551,CRT-00068,3491.73,2026-05-22,SYNBANK-766511,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000551
PAY-0000552,CRT-00033,3654.58,2026-03-22,SYNBANK-373427,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000552
PAY-0000553,CRT-00083,2752.38,2026-06-17,SYNBANK-932908,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000553
PAY-0000554,CRT-00062,1737.6,2026-05-11,SYNBANK-698234,MONTH_END,PAID,LIVE_HOST,SRCREF-0000554
PAY-0000555,CRT-00058,682.0,2026-05-04,SYNBANK-650996,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000555
PAY-0000556,CRT-00031,1045.94,2026-03-17,SYNBANK-341161,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000556
PAY-0000557,CRT-00016,1888.53,2026-02-20,SYNBANK-179705,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000557
PAY-0000558,CRT-00051,2124.35,2026-04-22,SYNBANK-573748,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000558
PAY-0000559,CRT-00066,682.0,2026-05-18,SYNBANK-742056,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000559
PAY-0000560,CRT-00058,1528.59,2026-05-04,SYNBANK-649433,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000560
PAY-0000561,CRT-00081,1612.48,2026-06-14,SYNBANK-911853,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000561
PAY-0000562,CRT-00011,1086.13,2026-02-11,SYNBANK-122968,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000562
PAY-0000563,CRT-00088,1555.1,2026-06-26,SYNBANK-989381,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000563
PAY-0000564,CRT-00071,769.68,2026-05-28,SYNBANK-802717,MONTH_END,PAID,LIVE_HOST,SRCREF-0000564
PAY-0000565,CRT-00051,1071.99,2026-04-22,SYNBANK-576161,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000565
PAY-0000566,CRT-00083,3361.42,2026-06-17,SYNBANK-934936,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000566
PAY-0000567,CRT-00045,908.77,2026-04-12,SYNBANK-509164,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000567
PAY-0000568,CRT-00085,2157.96,2026-06-22,SYNBANK-963486,MONTH_END,PAID,LIVE_HOST,SRCREF-0000568
PAY-0000569,CRT-00044,4380.73,2026-04-09,SYNBANK-490022,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000569
PAY-0000570,CRT-00017,0.0,2026-02-20,SYNBANK-183855,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000570
PAY-0000571,CRT-00019,0.0,2026-02-25,SYNBANK-212309,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000571
PAY-0000572,CRT-00023,0.0,2026-03-03,SYNBANK-254416,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000572
PAY-0000573,CRT-00080,3380.91,2026-06-13,SYNBANK-904287,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000573
PAY-0000574,CRT-00041,2360.7,2026-04-04,SYNBANK-458454,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000574
PAY-0000575,CRT-00041,682.0,2026-04-04,SYNBANK-460210,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000575
PAY-0000576,CRT-00001,1045.57,2026-01-23,SYNBANK-003354,MONTH_END,PAID,LIVE_HOST,SRCREF-0000576
PAY-0000577,CRT-00077,0.0,2026-06-08,SYNBANK-872808,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000577
PAY-0000578,CRT-00049,822.04,2026-04-18,SYNBANK-551256,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000578
PAY-0000579,CRT-00040,0.0,2026-04-03,SYNBANK-451991,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000579
PAY-0000580,CRT-00023,0.0,2026-03-03,SYNBANK-256074,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000580
PAY-0000581,CRT-00021,0.0,2026-02-28,SYNBANK-231790,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000581
PAY-0000582,CRT-00045,934.27,2026-04-11,SYNBANK-504887,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000582
PAY-0000583,CRT-00039,1270.17,2026-04-01,SYNBANK-436781,MONTH_END,PAID,LIVE_HOST,SRCREF-0000583
PAY-0000584,CRT-00086,0.0,2026-06-23,SYNBANK-973620,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000584
PAY-0000585,CRT-00076,0.0,2026-06-06,SYNBANK-859517,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000585
PAY-0000586,CRT-00070,728.71,2026-05-25,SYNBANK-788092,MONTH_END,PAID,LIVE_HOST,SRCREF-0000586
PAY-0000587,CRT-00072,976.14,2026-05-29,SYNBANK-812103,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000587
PAY-0000588,CRT-00045,883.95,2026-04-12,SYNBANK-509692,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000588
PAY-0000589,CRT-00009,7224.07,2026-02-07,SYNBANK-100100,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000589
PAY-0000590,CRT-00074,5441.78,2026-06-01,SYNBANK-831414,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000590
PAY-0000591,CRT-00017,0.0,2026-02-20,SYNBANK-181923,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000591
PAY-0000592,CRT-00006,0.0,2026-02-01,SYNBANK-062043,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000592
PAY-0000593,CRT-00048,2097.19,2026-04-17,SYNBANK-540656,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000593
PAY-0000594,CRT-00043,2372.9,2026-04-08,SYNBANK-486445,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000594
PAY-0000595,CRT-00072,1299.48,2026-05-30,SYNBANK-817328,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000595
PAY-0000596,CRT-00018,1320.65,2026-02-22,SYNBANK-198291,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000596
PAY-0000597,CRT-00041,1794.65,2026-04-04,SYNBANK-459922,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000597
PAY-0000598,CRT-00030,2469.86,2026-03-16,SYNBANK-338786,MONTH_END,PAID,LIVE_HOST,SRCREF-0000598
PAY-0000599,CRT-00020,1487.82,2026-02-26,SYNBANK-223829,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000599
PAY-0000600,CRT-00037,3115.88,2026-03-28,SYNBANK-413482,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000600
PAY-0000601,CRT-00065,6474.92,2026-05-17,SYNBANK-731980,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000601
PAY-0000602,CRT-00014,0.0,2026-02-15,SYNBANK-152225,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000602
PAY-0000603,CRT-00063,1029.87,2026-05-14,SYNBANK-713888,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000603
PAY-0000604,CRT-00080,1376.69,2026-06-13,SYNBANK-907550,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000604
PAY-0000605,CRT-00032,1793.8,2026-03-20,SYNBANK-361454,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000605
PAY-0000606,CRT-00054,845.42,2026-04-28,SYNBANK-612030,MONTH_END,PAID,LIVE_HOST,SRCREF-0000606
PAY-0000607,CRT-00057,1846.4,2026-05-03,SYNBANK-641827,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000607
PAY-0000608,CRT-00052,0.0,2026-04-24,SYNBANK-586243,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000608
PAY-0000609,CRT-00017,0.0,2026-02-21,SYNBANK-187123,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000609
